,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
9630,9631,"MURPHY, TIMOTHY",PA,18.0,REP,2016,0.516749047,35.1,DEM,1.0,1,0.06982000000000001,1.0,0.48,False,,63825.0,21,99.44,71.9,1484900.51,1115205.99
9640,9645,"CICILLINE, DAVID N",RI,1.0,DEM,2016,0.660626752,32.2,DEM,0.596522001,1,0.23645,1.0,0.53,True,0.0,56547.0,4,63.01,77.6,1505337.5,895054.25
9650,9650,"REIS, RHUE",RI,2.0,REP,2016,0.645063551,32.7,DEM,0.37651416,0,0.15278,1.0,0.53,False,,63976.0,500,100.00,73.58421,7670.0,2834.26
9651,9656,"CHERNY, DIMITRI",SC,1.0,DEM,2016,,38.3,REP,0.0,0,0.2444,1.0,0.43,True,0.0,64973.0,500,,68.1,27561.9,26238.77
9657,9658,"BJORN, ARIK",SC,2.0,DEM,2016,,32.9,REP,0.35326383100000003,0,0.29774,1.0,0.43,True,4.0,57253.0,500,,65.5,70134.61,69863.87
9661,9662,"WILSON, JOE THE HON.",SC,2.0,REP,2016,,32.9,REP,0.6253611339999999,1,0.29774,1.0,0.43,False,4.0,57253.0,107,81.61,65.5,1151886.85,743749.03
9662,9664,"CLEVELAND, HOSEA N",SC,3.0,DEM,2016,,20.6,REP,0.287825917,0,0.22734000000000001,1.0,0.43,True,4.0,45042.0,500,33.39,66.3,10737.0,9166.0
9663,9663,"DUNCAN, JEFFREY D MR.",SC,3.0,REP,2016,,20.6,REP,0.712174083,1,0.22734000000000001,1.0,0.43,False,4.0,45042.0,15,100.00,66.3,610665.81,707644.41
9665,9665,"FEDALEI, CHRISTOPHER",SC,4.0,DEM,2016,,30.1,REP,0.0,0,0.25863,1.0,0.43,True,4.0,51718.0,2,,66.2,100237.12,99501.58
9666,9667,"GOWDY, TREY",SC,4.0,REP,2016,,30.1,REP,0.851981862,1,0.25863,1.0,0.43,False,4.0,51718.0,500,100.00,66.2,1869293.8,1555201.78
9671,9669,"PERSON, FRANCIS J",SC,5.0,DEM,2016,,22.2,REP,0.0,0,0.31889,1.0,0.43,True,4.0,48743.0,500,,66.3,706808.0,700295.05
9673,9674,"CLYBURN, JAMES E.",SC,6.0,DEM,2016,,19.2,REP,0.725879446,1,0.61943,1.0,0.43,True,4.0,35296.0,5,85.98,68.5,2172542.43,2163339.0
9677,9678,"HYMAN, MAL",SC,7.0,DEM,2016,,20.4,REP,0.400072342,0,0.33225,1.0,0.43,True,,43146.0,500,,69.99048,90938.25,90938.25
9678,9679,"RICE, TOM",SC,7.0,REP,2016,,20.4,REP,0.5999276579999999,1,0.33225,1.0,0.43,False,,43146.0,20,100.00,69.99048,1082645.07,935571.49
9679,9680,"HAWKS, PAULA",SD,0.0,DEM,2016,0.407809208,27.5,REP,0.0,0,0.15312,0.0,,True,0.0,54467.0,98,,72.6,402739.72,402432.86
9681,9682,"BOHMS, ALAN",TN,0.0,DEM,2016,,,REP,0.0,0,,1.0,0.38,True,0.0,,110,,72.8,0.0,0.0
9686,9686,"STARR, STUART",TN,2.0,DEM,2016,0.305374487,29.5,REP,0.225557868,0,0.11109000000000001,1.0,0.38,True,0.0,50701.0,500,,70.33333,0.0,0.0
9687,9688,"FLEISCHMANN, CHARLES J",TN,3.0,REP,2016,0.34602022600000004,22.2,REP,0.623612241,1,0.1478,1.0,0.38,False,0.0,43938.0,23,50.80,69.1,1421140.54,924616.66
9694,9695,"SHEKARI, MELODY",TN,3.0,DEM,2016,0.34602022600000004,22.2,REP,0.34582983700000003,0,0.1478,0.0,0.38,True,0.0,43938.0,500,,69.1,97219.18,97219.18
9697,9700,"DESJARLAIS, SCOTT HON.",TN,4.0,REP,2016,0.29809516,21.4,REP,0.583249666,1,0.15054,1.0,0.38,False,0.0,50598.0,17,44.89,69.9,607523.43,541726.97
9700,9698,"REYNOLDS, STEVEN",TN,4.0,DEM,2016,0.29809516,21.4,REP,0.353168108,0,0.15054,1.0,0.38,True,0.0,50598.0,19,,69.9,49873.49,47821.61
9703,9705,"COOPER, JAMES H S",TN,5.0,DEM,2016,0.529124168,35.8,REP,0.623220721,1,0.32377,1.0,0.38,True,0.0,54470.0,5,100.00,69.7,646126.93,625973.02
9706,9707,"SNYDER, STACY RIES",TN,5.0,REP,2016,0.529124168,35.8,REP,0.357009515,0,0.32377,1.0,0.38,False,0.0,54470.0,38,,69.7,88120.32,85738.88
9707,9715,"BLACK, DIANE L MRS.",TN,6.0,REP,2016,0.32738730899999996,20.9,REP,0.7108768209999999,1,0.08221,0.0,0.38,False,0.0,50731.0,123,76.67,68.8,1797183.21,2798763.15
9710,9708,"KENT, DAVID W.",TN,6.0,DEM,2016,0.32738730899999996,20.9,REP,0.22968963,0,0.08221,1.0,0.38,True,0.0,50731.0,4,,68.8,6204.03,6101.94
9715,9718,"BLACKBURN, MARSHA MRS.",TN,7.0,REP,2016,0.529115614,27.6,REP,0.6999943000000001,1,0.15517,0.0,0.38,False,0.0,53276.0,500,84.19,71.1,2186667.71,1497337.35
9716,9716,"CHANDLER, THARON",TN,7.0,DEM,2016,0.529115614,27.6,REP,0.267752538,0,0.15517,1.0,0.38,True,0.0,53276.0,500,,71.1,0.0,0.0
9726,9730,"HOBSON, RICKEY",TN,8.0,DEM,2016,0.529573737,28.6,REP,0.245853008,0,0.2479,1.0,0.38,True,0.0,54145.0,500,33.30,68.9,0.0,0.0
9730,9734,"KUSTOFF, DAVID",TN,8.0,REP,2016,0.529573737,28.6,REP,0.70833454,0,0.2479,1.0,0.38,False,0.0,54145.0,4,,68.9,1331246.31,1218420.1
9741,9744,"ALBERSON, FLOYD WAYNE",TN,9.0,REP,2016,0.631432246,23.2,REP,0.233144573,0,0.74158,1.0,0.38,False,,39761.0,500,,69.52667,0.0,0.0
9755,9759,"BRYAN, PAT",TX,2.0,DEM,2016,0.496052417,40.3,REP,0.296361964,0,0.33392,0.0,0.46,True,0.0,72711.0,37,,78.03158,10357.99,9841.92
9758,9760,"POE, TED",TX,2.0,REP,2016,0.496052417,40.3,REP,0.6794555609999999,1,0.33392,1.0,0.46,False,0.0,72711.0,181,100.00,78.03158,832427.59,617147.82
9760,9761,"BELL, ADAM P.",TX,3.0,DEM,2016,0.506865849,52.3,REP,0.0,0,0.31168,1.0,0.46,True,0.0,88619.0,36,,79.08571,0.0,0.0
9766,9769,"JOHNSON, SAM MR.",TX,3.0,REP,2016,0.506865849,52.3,REP,0.8201041370000001,1,0.31168,1.0,0.46,False,0.0,88619.0,64,80.56,79.08571,1098195.51,1179891.24
9772,9773,"RATCLIFFE, JOHN L",TX,4.0,REP,2016,0.303237118,20.3,REP,1.0,1,0.18323,1.0,0.46,False,4.0,52481.0,6,28.78,79.8,800861.68,784024.78
9773,9772,"WOMMACK, CODY",TX,4.0,LIB,2016,0.303237118,20.3,REP,0.0,0,0.18323,1.0,0.46,False,4.0,52481.0,500,,79.8,,
9774,9775,"ASHBY, KEN",TX,5.0,LIB,2016,0.522719226,19.8,REP,0.146400414,0,0.23920999999999998,1.0,0.46,False,0.0,50536.0,31,,79.8,,
9775,9776,"HENSARLING, JEB HON.",TX,5.0,REP,2016,0.522719226,19.8,REP,0.853599586,1,0.23920999999999998,1.0,0.46,False,0.0,50536.0,500,100.00,79.8,2237757.47,3186746.14
9777,9785,"BARTON, JOE LINUS",TX,6.0,REP,2016,0.39652190200000004,29.5,REP,0.6114996420000001,1,0.34188,1.0,0.46,False,4.0,65758.0,107,72.66,81,1348350.29,1345838.14
9783,9783,"SMITH, DARREL JR",TX,6.0,GRE,2016,0.39652190200000004,29.5,REP,0.0,0,0.34188,1.0,0.46,False,4.0,65758.0,500,60.43,81,,
9784,9784,"WOOLRIDGE, RUBY FAYE MS.",TX,6.0,DEM,2016,0.39652190200000004,29.5,REP,0.364426872,0,0.34188,0.0,0.46,True,4.0,65758.0,500,,81,14910.0,13051.6
9785,9786,"CARGAS, JAMES P",TX,7.0,DEM,2016,0.500249932,49.0,REP,0.345470922,0,0.32713000000000003,1.0,0.46,True,4.0,71183.0,5,62.19,79.8,68159.55,62159.16
9786,9789,"CULBERSON, JOHN",TX,7.0,REP,2016,0.500249932,49.0,REP,0.632639524,1,0.32713000000000003,1.0,0.46,False,4.0,71183.0,6,100.00,79.8,1214570.06,1193410.96
9790,9795,"BRADY, KEVIN",TX,8.0,REP,2016,0.21548561300000002,29.1,REP,0.893245627,1,0.17005,1.0,0.46,False,0.0,64861.0,13,68.27,79.5,4808899.01,3998822.62
9795,9799,"GREEN, ALEXANDER",TX,9.0,DEM,2016,0.49481039200000004,25.1,REP,0.9082125040000001,1,0.6287,1.0,0.46,True,0.0,46048.0,106,100.00,79.7,669207.43,565135.57
9796,9798,"JOHNSON, JOHNNY",TX,9.0,LIB,2016,0.49481039200000004,25.1,REP,0.0,0,0.6287,1.0,0.46,False,0.0,46048.0,88,80.56,79.7,,
9797,9797,"MARTIN, JEFF",TX,9.0,REP,2016,0.49481039200000004,25.1,REP,0.0,0,0.6287,1.0,0.46,False,0.0,46048.0,192,,79.7,0.0,0.0
9799,9800,"CADIEN, TAWANA W.",TX,10.0,DEM,2016,0.520192731,37.6,REP,0.341397484,0,0.26426,0.0,0.46,True,0.0,73476.0,500,,79.74667,6120.63,7186.34
9802,9802,"MCCAUL, MICHAEL",TX,10.0,REP,2016,0.520192731,37.6,REP,0.621817976,1,0.26426,1.0,0.46,False,0.0,73476.0,1,100.00,79.74667,1661954.0,1617892.48
9804,9805,"LANDHOLT, NICHOLAS",TX,11.0,LIB,2016,0.207809965,20.3,REP,0.09730376199999999,0,0.1157,1.0,0.46,False,0.0,50602.0,51,,77,,
9807,9808,"GRANGER, KAY",TX,12.0,REP,2016,0.394540691,30.3,REP,0.713072513,1,0.20989000000000002,0.0,0.46,False,0.0,62214.0,500,100.00,76.5,1414214.3,1086225.92
9810,9812,"THORNBERRY, MAC",TX,13.0,REP,2016,0.19119303899999998,19.9,REP,0.8432191459999999,1,0.14418,1.0,0.46,False,4.0,50150.0,500,68.21,77.88421,1821478.77,1694887.8
9814,9814,"WEBER, RANDY",TX,14.0,REP,2016,0.38576035700000005,22.9,REP,0.618512265,1,0.27616,1.0,0.46,False,0.0,58103.0,77,100.00,79.01905,579289.17,487972.98
9816,9827,"GONZALEZ, VICENTE MR.",TX,15.0,DEM,2016,0.632448974,19.0,REP,0.540095804,0,0.19968,1.0,0.46,True,0.0,41947.0,500,,79.8,2425195.0,2304694.4
9826,9826,"WESTLEY, TIMMY LEE",TX,15.0,REP,2016,0.632448974,19.0,REP,0.43262663,0,0.19968,1.0,0.46,False,0.0,41947.0,500,,79.8,16241.1,15743.56
9827,9816,"WILLIAMS, PAUL IVORY",TX,15.0,DEM,2016,0.632448974,19.0,REP,0.540095804,0,0.19968,0.0,0.46,True,0.0,41947.0,27,100.00,79.8,2425195.0,2304694.4
9830,9832,"O'ROURKE, ROBERT BETO",TX,16.0,DEM,2016,0.6651638129999999,23.5,REP,0.674892278,1,0.18250999999999998,1.0,0.46,True,0.0,44045.0,7,100.00,79.8,585718.08,348846.84
9832,9837,"FLORES, BILL",TX,17.0,REP,2016,0.283497541,29.6,REP,0.6458209460000001,1,0.25318,1.0,0.46,False,0.0,50888.0,9,100.00,81,1513024.15,1517937.4
9837,9841,"BARTLEY, LORI ANITA MRS.",TX,18.0,REP,2016,0.500249932,21.0,REP,0.247608716,0,0.51758,0.0,0.46,False,0.0,42662.0,32,,79.8,35999.64,36973.03
9844,9855,"ARRINGTON, JODEY COOK",TX,19.0,REP,2016,0.246186464,21.5,REP,0.771798867,0,0.16360999999999998,1.0,0.46,False,0.0,47875.0,500,,79.5,1561023.22,1304636.75
9856,9859,"BLUNT, JEFFREY C.",TX,20.0,LIB,2016,0.5231487539999999,23.6,REP,0.243395025,0,0.17326,1.0,0.46,False,4.0,49421.0,15,,79.7,,
9857,9861,"CASTRO, JOAQUIN REP.",TX,20.0,DEM,2016,0.5231487539999999,23.6,REP,0.756604975,1,0.17326,1.0,0.46,True,4.0,49421.0,500,100.00,79.7,1192105.53,1325432.18
9867,9870,"SMITH, LAMAR",TX,21.0,REP,2016,0.527660789,44.8,REP,0.7177929690000001,1,0.13717000000000001,1.0,0.46,False,0.0,68987.0,500,60.43,79.74667,1536636.31,1718932.71
9869,9865,"WAKELY, THOMAS MR.",TX,21.0,DEM,2016,0.527660789,44.8,REP,0.0,0,0.13717000000000001,1.0,0.46,True,0.0,68987.0,20,,79.74667,70405.96,70406.96
9871,9875,"GIBSON, MARK",TX,22.0,DEM,2016,0.474943365,43.9,REP,0.315664463,0,0.39593,1.0,0.46,True,0.0,87901.0,18,46.81,70.7,24584.0,36495.44
9873,9871,"OLSON, PETER G.",TX,22.0,REP,2016,0.474943365,43.9,REP,0.665459272,1,0.39593,1.0,0.46,False,0.0,87901.0,55,100.00,70.7,1517419.77,1390120.5
9874,9874,"ROURKE, ROBB O",TX,22.0,DEM,2016,0.474943365,43.9,REP,0.315664463,0,0.39593,1.0,0.46,True,0.0,87901.0,500,,70.7,24584.0,36495.44
9876,9881,"GALLEGO, PETE",TX,23.0,DEM,2016,0.553951857,21.4,REP,0.47680392299999996,0,0.19702,1.0,0.46,True,0.0,51293.0,55,100.00,70,2153042.38,2181644.87
9877,9880,"HURD, WILLIAM",TX,23.0,REP,2016,0.553951857,21.4,REP,0.49778651799999996,1,0.19702,1.0,0.46,False,0.0,51293.0,9,40.96,70,4061684.94,4109803.72
9883,9888,"MARCHANT, KENNY E MR.",TX,24.0,REP,2016,0.479396172,44.2,REP,0.650448037,1,0.37361,1.0,0.46,False,4.0,70454.0,500,100.00,70.61579,983112.66,478705.18
9885,9887,"MCDOWELL, JAN",TX,24.0,DEM,2016,0.479396172,44.2,REP,0.323086213,0,0.37361,0.0,0.46,True,4.0,70454.0,500,,70.61579,21567.46,21449.02
9889,9891,"THOMAS, KATHLEEN",TX,25.0,DEM,2016,0.563523287,35.8,REP,0.362389885,0,0.1641,0.0,0.46,True,0.0,69083.0,69,,70.98571,53493.24,50014.84
9891,9892,"WILLIAMS, ROGER",TX,25.0,REP,2016,0.563523287,35.8,REP,0.602193577,1,0.1641,1.0,0.46,False,0.0,69083.0,92,100.00,70.98571,1692142.67,1189560.93
9894,9898,"BURGESS, MICHAEL C. DR.",TX,26.0,REP,2016,0.47646608100000004,41.4,REP,0.826634622,1,0.21645999999999999,1.0,0.46,False,0.0,87272.0,1,82.62,71.1,1356397.47,1083348.15
9896,9896,"MAUCK, ERIC",TX,26.0,DEM,2016,0.47646608100000004,41.4,REP,0.0,0,0.21645999999999999,1.0,0.46,True,0.0,87272.0,14,,71.1,0.0,0.0
9898,9902,"BARRERA, RAUL (ROY)",TX,27.0,DEM,2016,0.5489796929999999,18.7,REP,0.336917289,0,0.15671,1.0,0.46,True,0.0,53047.0,500,,71.7,20404.52,18698.17
9900,9904,"FARENTHOLD, RANDOLPH BLAKE",TX,27.0,REP,2016,0.5489796929999999,18.7,REP,0.635970301,1,0.15671,1.0,0.46,False,0.0,53047.0,500,100.00,71.7,1099142.68,1108699.54
9905,9908,"CUELLAR, HENRY",TX,28.0,DEM,2016,0.558632716,17.7,REP,0.821004518,1,0.11986,1.0,0.46,True,0.0,44021.0,120,100.00,71.1,1682663.77,922632.21
9906,9905,"HARDIN, ZEFFEN MR",TX,28.0,REP,2016,0.558632716,17.7,REP,0.0,0,0.11986,1.0,0.46,False,0.0,44021.0,500,,71.1,0.0,0.0
9910,9911,"GARZA, JULIO",TX,29.0,REP,2016,0.500249932,9.3,REP,0.0,0,0.22809000000000001,1.0,0.46,False,0.0,41737.0,500,,71.5,0.0,0.0
9918,9920,"LINGERFELT, CHARLES B",TX,30.0,REP,2016,0.578014047,19.8,REP,0.0,0,0.51248,1.0,0.46,False,0.0,44689.0,23,,71.2,0.0,0.0
9923,9926,"CARTER, JOHN R. REP.",TX,31.0,REP,2016,0.37901271200000003,33.7,REP,0.640482982,1,0.24502,1.0,0.46,False,0.0,69228.0,6,100.00,72.6,1050387.72,1245057.64
9924,9927,"CLARK, MIKE",TX,31.0,DEM,2016,0.37901271200000003,33.7,REP,0.319622731,0,0.24502,1.0,0.46,True,0.0,69228.0,1,,72.6,27317.41,26234.94
9930,9930,"RANKIN, ED",TX,32.0,LIB,2016,0.578014047,43.0,REP,0.027393399,0,0.31234,1.0,0.46,False,0.0,70119.0,40,,71.98,,
9932,9934,"SESSIONS, PETE MR.",TX,32.0,REP,2016,0.578014047,43.0,REP,0.618177276,1,0.31234,1.0,0.46,False,0.0,70119.0,55,63.62,71.98,4637.82,12844.04
9936,9940,"MITCHELL, MONTE MARK",TX,33.0,REP,2016,,9.4,REP,0.0,0,0.33188,1.0,0.46,False,4.0,38445.0,500,,76.1,29870.04,55389.61
9941,9943,"GONZALEZ, REY DR.",TX,34.0,REP,2016,,15.1,REP,0.385730561,0,0.07644,1.0,0.46,False,0.0,37989.0,500,,76.1,0.0,0.0
9942,9944,"VADEN, WILLIAM R",TX,34.0,REP,2016,,15.1,REP,0.385730561,0,0.07644,1.0,0.46,False,0.0,37989.0,9,,76.1,0.0,0.0
9943,9945,"VELA, FILEMON MR.",TX,34.0,DEM,2016,,15.1,REP,0.594701854,1,0.07644,1.0,0.46,True,0.0,37989.0,500,100.00,76.1,1215318.7,1044105.58
9945,9948,"DOGGETT, LLOYD",TX,35.0,DEM,2016,,19.0,REP,0.624827228,1,0.27091,1.0,0.46,True,0.0,48490.0,500,100.00,76.1,1061652.65,421480.58
9946,9949,"NARVAIZ, SUSAN",TX,35.0,REP,2016,,19.0,REP,0.332969602,0,0.27091,0.0,0.46,False,0.0,48490.0,27,100.00,76.1,132376.47,132119.24
9949,9953,"BABIN, BRIAN",TX,36.0,REP,2016,,18.8,REP,0.759574722,1,0.16954,1.0,0.46,False,,58984.0,8,33.37,76.1,1051102.46,643476.64
9951,9951,"RIDLEY, H.J., JR.",TX,36.0,GRE,2016,,18.8,REP,0.005117975,0,0.16954,1.0,0.46,False,,58984.0,500,,76.1,,
9953,9958,"BISHOP, ROBERT",UT,1.0,REP,2016,,28.5,REP,0.647761355,1,0.10336,1.0,0.35,False,0.0,65896.0,7,,72.6,989853.03,851134.73
9956,9957,"CLEMENS, PETER C",UT,1.0,DEM,2016,,28.5,REP,0.280095975,0,0.10336,1.0,0.35,True,0.0,65896.0,55,,72.6,0.0,0.0
9961,9959,"STEWART, CHRIS",UT,2.0,REP,2016,,31.4,REP,0.608223657,1,0.17295,1.0,0.35,False,0.0,60700.0,109,,71.30526,911494.54,949475.02
9962,9964,"CHAFFETZ, JASON",UT,3.0,REP,2016,,39.3,REP,0.7220648059999999,1,0.08721,1.0,0.35,False,4.0,70763.0,3,,69.84762,1403088.62,1304308.32
9964,9965,"TRYON, STEPHEN P.",UT,3.0,DEM,2016,,39.3,REP,0.224849207,0,0.08721,1.0,0.35,True,4.0,70763.0,33,,69.84762,55062.52,63405.51
9965,9968,"LOVE, MIA",UT,4.0,REP,2016,,28.2,REP,0.50918678,1,0.18228,0.0,0.35,False,,68711.0,500,,73.2,5377438.14,5480894.57
9966,9967,"OWENS, H DOUGLAS",UT,4.0,DEM,2016,,28.2,REP,0.45814987,0,0.18228,1.0,0.35,True,,68711.0,500,,73.2,2096381.92,2083377.65
9969,9971,"ROWE, MATTHEW",VA,1.0,DEM,2016,0.53124409,35.2,DEM,0.344751862,0,0.27989,1.0,0.49,True,4.0,81338.0,10,,67.6,46504.69,45754.56
9970,9969,"WITTMAN, ROBERT J MR.",VA,1.0,REP,2016,0.53124409,35.2,DEM,0.630862561,1,0.27989,1.0,0.49,False,4.0,81338.0,7,76.17,67.6,1037815.76,1040882.86
9973,9974,"TAYLOR, SCOTT",VA,2.0,REP,2016,0.585814346,33.2,DEM,0.5879376620000001,0,0.32787,1.0,0.49,False,0.0,66953.0,17,,67.3,839484.99,774517.6
9974,9976,"SCOTT, ROBERT C.",VA,3.0,DEM,2016,0.6351351129999999,25.3,DEM,1.0,1,0.54879,1.0,0.49,True,4.0,51794.0,7,100.00,69.1,767330.61,761911.42
9975,9975,"WILLIAMS, MARTIN L. MR.",VA,3.0,REP,2016,0.6351351129999999,25.3,DEM,0.0,0,0.54879,1.0,0.49,False,4.0,51794.0,115,,69.1,74317.31,71153.64
9979,9981,"MCEACHIN, ASTON DONALD MR.",VA,4.0,DEM,2016,0.49874421799999996,27.6,DEM,0.375634416,0,0.47823000000000004,1.0,0.49,True,0.0,54607.0,500,,68.33333,792091.02,513080.61
9989,9993,"DEGNER, KAI",VA,6.0,DEM,2016,0.394125089,26.6,DEM,0.0,0,0.16749,1.0,0.49,True,3.0,50061.0,500,,71.7,156931.77,152853.47
9990,9991,"GOODLATTE, ROBERT W.",VA,6.0,REP,2016,0.394125089,26.6,DEM,0.7543294309999999,1,0.16749,1.0,0.49,False,3.0,50061.0,7,100.00,71.7,1777614.99,1990780.84
10004,10006,"GRIFFITH, H MORGAN",VA,9.0,REP,2016,0.354571543,19.7,DEM,0.74877133,1,0.09245,0.0,0.49,False,0.0,41698.0,500,100.00,72.3,836092.12,902355.0
10007,10009,"BENNETT, LUANN",VA,10.0,DEM,2016,0.5585790070000001,54.4,DEM,0.404025115,0,0.28059,0.0,0.49,True,0.0,120384.0,500,,72.6,2821566.38,2821081.9
10010,10013,"CONNOLLY, GERALD EDWARD",VA,11.0,DEM,2016,0.594389232,54.4,DEM,0.569253488,1,0.43612,1.0,0.49,True,,106554.0,104,100.00,70.8,2017376.96,1126890.22
10017,10018,"CLAWSON, ERICA",VT,0.0,OTH,2016,0.682489665,36.2,DEM,0.0,0,0.05637999999999999,0.0,,False,4.0,57677.0,59,,68.5,,
10018,10019,"WELCH, PETER",VT,0.0,DEM,2016,0.682489665,36.2,DEM,0.0,1,0.05637999999999999,1.0,,True,4.0,57677.0,55,98.85,68.5,980546.1,740624.93
10019,10026,"DELBENE, SUZAN K",WA,1.0,DEM,2016,0.663208127,41.6,DEM,0.5503659470000001,1,0.21455,0.0,0.55,True,4.0,91018.0,500,50.67,72.7,1997270.08,1594976.61
10025,10021,"SUTHERLAND, ROBERT J",WA,1.0,REP,2016,0.663208127,41.6,DEM,0.449634053,0,0.21455,1.0,0.55,False,4.0,91018.0,7,15.61,72.7,27950.18,28060.99
10026,10030,"HENNEMANN, MARC",WA,2.0,REP,2016,0.6568227320000001,30.0,DEM,0.394256561,0,0.23506,1.0,0.55,False,4.0,65187.0,89,,74,0.0,0.0
10029,10031,"LARSEN, RICK",WA,2.0,DEM,2016,0.6568227320000001,30.0,DEM,0.6057434389999999,1,0.23506,1.0,0.55,True,4.0,65187.0,16,55.59,74,957187.22,1115965.18
10034,10039,"HERRERA BEUTLER, JAIME",WA,3.0,REP,2016,0.524481811,23.8,DEM,0.615322414,1,0.13564,1.0,0.55,False,0.0,61304.0,500,,73.32,1366401.55,1835164.81
10037,10035,"MOELLER, JAMES C",WA,3.0,DEM,2016,0.524481811,23.8,DEM,0.384677586,0,0.13564,1.0,0.55,True,0.0,61304.0,5,,73.32,112575.05,112575.05
10040,10041,"DIDIER, CLINT",WA,4.0,REP,2016,0.389063276,19.6,DEM,1.0,0,0.25973,1.0,0.55,False,0.0,52484.0,500,31.81,66.3,75051.99,79051.99
10045,10042,"NEWHOUSE, DAN",WA,4.0,REP,2016,0.389063276,19.6,DEM,1.0,1,0.25973,1.0,0.55,False,0.0,52484.0,12,25.59,66.3,75051.99,79051.99
10049,10050,"MCMORRIS RODGERS, CATHY",WA,5.0,REP,2016,0.44332533,28.4,DEM,0.6068302560000001,1,0.12673,0.0,0.55,False,4.0,51697.0,500,,66.9,3245571.0,3393298.0
10050,10052,"PAKOOTAS, JOSEPH A",WA,5.0,DEM,2016,0.44332533,28.4,DEM,0.393169744,0,0.12673,1.0,0.55,True,4.0,51697.0,11,28.65,66.9,343465.59,352929.46
10056,10059,"KILMER, DEREK",WA,6.0,DEM,2016,0.556225858,28.6,DEM,0.6298319139999999,1,0.19742,1.0,0.55,True,4.0,60616.0,73,58.70,67.38947,2137491.76,1073880.55
10060,10063,"JAYAPAL, PRAMILA",WA,7.0,DEM,2016,0.704080123,58.2,DEM,0.8097429279999999,0,0.27166,0.0,0.55,True,4.0,84579.0,500,,68.02381,468435.42,468435.42
10067,10064,"SUTHERLAND, S",WA,7.0,REP,2016,0.704080123,58.2,DEM,0.0,0,0.27166,1.0,0.55,False,4.0,84579.0,500,15.61,68.02381,,
10068,10069,"WALKINSHAW, BRADY PINERO",WA,7.0,DEM,2016,0.704080123,58.2,DEM,0.8097429279999999,0,0.27166,1.0,0.55,True,4.0,84579.0,500,,68.02381,468435.42,468435.42
10072,10077,"REICHERT, DAVE",WA,8.0,REP,2016,0.663278335,33.0,DEM,0.632678219,1,0.2172,1.0,0.55,False,0.0,79516.0,4,62.50,68.5,1655867.43,1718066.63
10075,10076,"VENTRELLA, TONY",WA,8.0,DEM,2016,0.663278335,33.0,DEM,0.367321781,0,0.2172,1.0,0.55,True,0.0,79516.0,80,,68.5,31422.45,31422.45
10079,10079,"SMITH, D ADAM",WA,9.0,DEM,2016,0.657720946,40.3,DEM,0.7082508959999999,1,0.49466000000000004,1.0,0.55,True,0.0,75407.0,500,64.00,68.3,921266.54,1101068.04
10080,10080,"SMITH, DANIEL",WA,9.0,DEM,2016,0.657720946,40.3,DEM,0.7082508959999999,1,0.49466000000000004,1.0,0.55,True,0.0,75407.0,12,64.00,68.3,921266.54,1101068.04
10084,10086,"HECK, DENNIS",WA,10.0,DEM,2016,,26.7,DEM,0.547015846,1,0.26742,1.0,0.55,True,,62206.0,59,51.58,73.1,1544147.23,997950.58
10085,10084,"POSTMA, JAMES",WA,10.0,REP,2016,,26.7,DEM,0.45298415399999997,0,0.26742,1.0,0.55,False,,62206.0,5,,73.1,0.0,0.0
10090,10088,"RYAN, PAUL D.",WI,1.0,REP,2016,0.5536918439999999,27.3,REP,0.633268148,0,0.1289,1.0,0.5,False,0.0,61589.0,27,94.27,82,19811896.5,13393344.59
10093,10095,"POCAN, MARK",WI,2.0,DEM,2016,0.6390558479999999,40.2,REP,0.684606698,1,0.14327,1.0,0.5,True,0.0,65589.0,18,99.59,80.9,1038788.42,827122.99
10098,10100,"CRAIG, ANDY",WI,4.0,LIB,2016,0.674360766,27.1,REP,0.0,0,0.49706999999999996,1.0,0.5,False,0.0,41816.0,28,,74.80476,,
10100,10102,"MOORE, GWEN S",WI,4.0,DEM,2016,0.674360766,27.1,REP,0.703414435,1,0.49706999999999996,0.0,0.5,True,0.0,41816.0,500,70.91,74.80476,1010484.28,984065.68
10101,10101,"RAYMOND, ROBERT",WI,4.0,IND,2016,0.674360766,27.1,REP,0.027508771,0,0.49706999999999996,1.0,0.5,False,0.0,41816.0,7,,74.80476,,
10104,10105,"PENEBAKER, KHARY",WI,5.0,DEM,2016,0.5187688420000001,35.7,REP,0.304468181,0,0.08459,1.0,0.5,True,0.0,68162.0,500,,72,85273.5,74591.53
10105,10106,"SENSENBRENNER, F. JAMES JR.",WI,5.0,REP,2016,0.5187688420000001,35.7,REP,0.695531819,1,0.08459,1.0,0.5,False,0.0,68162.0,500,99.81,72,384926.81,296448.98
10107,10110,"GROTHMAN, GLENN S.",WI,6.0,REP,2016,0.471164134,25.2,REP,0.568078998,1,0.07195,1.0,0.5,False,0.0,57129.0,157,36.16,72.8,1036744.56,1032438.45
