filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareLEFT,IncumbentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedLEFT,SpentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareRIGHT,IncumbentRIGHT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedRIGHT,SpentRIGHT,PollingLEFT,PollingRIGHT,Wave,won
1522,9092,9093,"CANO, FERNANDO CHRISTIAN JR",NC,9,DEM,2016,0.539254356,32.6,REP,0,0,0.34402,1,0.47,TRUE,4,55913,500,,72.1,57345.15,56588.66,0,9095,9095,"PITTENGER, ROBERT M. HON.",NC,9,REP,2016,0.539254356,32.6,REP,0.985681388,1,0.34402,1,0.47,FALSE,4,55913,7,67.59,72.1,1126358.29,1196306.06,0,0.985681388,-1.1,1
1523,9098,9100,"MCHENRY, PATRICK TIMOTHY",NC,10,REP,2016,0.349343812,23.1,REP,0.610175689,1,0.19048,1,0.47,FALSE,4,46508,37,78.04,72.4,3192579.15,2636979.61,1,9099,9101,"MILLARD, CARL ANDREW",NC,10,DEM,2016,0.349343812,23.1,REP,0.389824311,0,0.19048,1,0.47,TRUE,4,46508,91,,72.4,295849.83,287413.33,0.610175689,0.389824311,-1.1,0
1524,9101,9103,"BRYSON, FREDERICK EDGAR (RICK)",NC,11,DEM,2016,0.442935977,23.6,REP,0.371013459,0,0.0948,1,0.47,TRUE,4,43855,135,,72.12,45285.53,45285.53,0,9103,9102,"MEADOWS, MARK R",NC,11,REP,2016,0.442935977,23.6,REP,0.628986541,1,0.0948,1,0.47,FALSE,4,43855,18,100,72.12,530469.32,496716.79,0.371013459,0.628986541,-1.1,1
1525,9104,9112,"ADAMS, ALMA SHEALEY",NC,12,DEM,2016,0.543206507,38.3,REP,0.753463374,1,0.52335,0,0.47,TRUE,4,59268,500,44,78.5,922092.89,837646.7,1,9113,9115,"THREATT, ARCHIE LEON",NC,12,REP,2016,0.543206507,38.3,REP,0.246536626,0,0.52335,1,0.47,FALSE,4,59268,500,21.99,78.5,41698.75,41628.12,0.753463374,0.246536626,-1.1,0
1526,9118,9134,"BUDD, THEODORE P MR.",NC,13,REP,2016,0.540835564,27.6,REP,0.573077195,0,0.30033,1,0.47,FALSE,,47440,181,,78.2,594297.41,574704.72,1,9121,9135,"DAVIS, BRUCE EDWARD SR.",NC,13,DEM,2016,0.540835564,27.6,REP,0.426922805,0,0.30033,1,0.47,TRUE,,47440,132,43.84,78.2,90899,75777.8,0.573077195,0.426922805,-1.1,0
1527,9140,9143,"CRAMER, KEVIN MR.",ND,0,REP,2016,0.39890924,28.2,REP,0,1,0.12802,1,,FALSE,4,60656,13,99.7,77.31905,1405040.42,1030530.12,1,9141,9142,"IRON EYES, CHASE MR.",ND,0,DEM,2016,0.39890924,28.2,REP,0,0,0.12802,1,,TRUE,4,60656,500,,77.31905,225622.64,211050.65,0,0,-1.1,0
1528,9432,9436,"CHABOT, STEVE",OH,1,REP,2016,0.479335707,33.1,REP,0.632166904,1,0.29633,1,0.43,FALSE,4,55712,159,100,77.6,1012388.98,689473.37,1,9437,9438,"YOUNG, MICHELE LORI",OH,1,DEM,2016,0.479335707,33.1,REP,0.367833096,0,0.29633,0,0.43,TRUE,4,55712,51,,77.6,245814.48,244709.17,0.632166904,0.367833096,-1.1,0
1529,9442,9440,"SMITH, WILLIAM ROBERT",OH,2,DEM,2016,0.451685792,30.5,REP,0.340374221,0,0.12855,1,0.43,TRUE,0,55472,9,24.54,77.1,0,0,0,9443,9444,"WENSTRUP, BRAD DR.",OH,2,REP,2016,0.451685792,30.5,REP,0.659625779,1,0.12855,1,0.43,FALSE,0,55472,123,100,77.1,1134919.44,834051.59,0.340374221,0.659625779,-1.1,1
1530,9444,9445,"ADAMS, JOHN",OH,3,REP,2016,0.440644656,27.4,REP,0.359309233,0,0.43582,1,0.43,FALSE,4,45860,6,58.82,76.5,0,0,0,9445,9446,"BEATTY, JOYCE",OH,3,DEM,2016,0.440644656,27.4,REP,0.640572103,1,0.43582,0,0.43,TRUE,4,45860,500,100,76.5,1166060.86,663195.66,0.359309233,0.640572103,-1.1,1
1531,9447,9450,"GARRETT, JANET PATRICIA MRS.",OH,4,DEM,2016,0.365211091,17,REP,0.323342577,0,0.10221,0,0.43,TRUE,3,52632,125,100,76.4,85523.13,78593.29,0,9449,9447,"JORDAN, JAMES D.",OH,4,REP,2016,0.365211091,17,REP,0.676657423,1,0.10221,1,0.43,FALSE,3,52632,5,100,76.4,732366.16,421916.51,0.323342577,0.676657423,-1.1,1
1532,9450,9452,"LATTA, ROBERT EDWARD MR",OH,5,REP,2016,0.507377995,25.2,REP,0.664602076,1,0.07951,1,0.43,FALSE,0,57171,7,100,76.9,1053339.03,757613.65,1,9451,9451,"NEU, JAMES, JR.",OH,5,DEM,2016,0.507377995,25.2,REP,0.289209095,0,0.07951,1,0.43,TRUE,0,57171,500,,76.9,0,0,0.664602076,0.289209095,-1.1,0
1533,9453,9455,"JOHNSON, BILL",OH,6,REP,2016,0.521526755,15.6,REP,0.582348992,1,0.04875,1,0.43,FALSE,0,46839,9,100,76.72667,1667712.92,1318593.66,1,9454,9453,"LORENTZ, MICHAEL L",OH,6,DEM,2016,0.521526755,15.6,REP,0.38583912,0,0.04875,1,0.43,TRUE,0,46839,1,,76.72667,11888.64,4890.34,0.582348992,0.38583912,-1.1,0
1534,9455,9458,"GIBBS, ROBERT",OH,7,REP,2016,0.548531385,19.5,REP,1,1,0.07173,1,0.43,FALSE,3,53374,7,100,79.2,899216.71,825784.84,1,9457,9457,"RICH, ROY",OH,7,DEM,2016,0.548531385,19.5,REP,0,0,0.07173,1,0.43,TRUE,3,53374,125,,79.2,7728.65,9072.85,1,0,-1.1,0
1535,9463,9484,"DAVIDSON, WARREN",OH,8,REP,2016,0.421020177,23.4,REP,0.671900388,1,0.11323,1,0.43,FALSE,4,58213,500,,78.8,974239.78,863367.64,1,9467,9485,"FOUGHT, STEVEN DEAN",OH,8,DEM,2016,0.421020177,23.4,REP,0.273636702,0,0.11323,1,0.43,TRUE,4,58213,19,,78.8,3691,3554,0.671900388,0.273636702,-1.1,0
1536,9486,9492,"KAPTUR, MARCY C HON.",OH,9,DEM,2016,0.609946091,21.6,REP,0.677410323,1,0.2696,0,0.43,TRUE,4,41417,500,100,77.89474,898034.22,700071.55,1,9488,9491,"LARSON, DONALD PHILIP",OH,9,REP,2016,0.609946091,21.6,REP,0.321712348,0,0.2696,1,0.43,FALSE,4,41417,42,,77.89474,31384.39,31382.68,0.677410323,0.321712348,-1.1,0
1537,9493,9493,"KLEPINGER, ROBERT P",OH,10,DEM,2016,0.695298202,28.3,REP,0.315289672,0,0.23226,1,0.43,TRUE,0,49988,7,55.75,76.88095,8434.5,8434.05,0,9495,9496,"TURNER, MICHAEL R",OH,10,REP,2016,0.695298202,28.3,REP,0.651785091,1,0.23226,1,0.43,FALSE,0,49988,1,79.85,76.88095,1050523.64,1170907.8,0.315289672,0.651785091,-1.1,1
1538,9496,9498,"FUDGE, MARCIA L",OH,11,DEM,2016,0.695298202,26.5,REP,0.794507609,1,0.60694,0,0.43,TRUE,4,35735,500,100,75.8,712648.44,611970.7,1,9497,9497,"GOLDSTEIN, BEVERLY A.",OH,11,REP,2016,0.695298202,26.5,REP,0.205492391,0,0.60694,0,0.43,FALSE,4,35735,500,,75.8,22043.99,21620.08,0.794507609,0.205492391,-1.1,0
1539,9498,9501,"ALBERTSON, ED",OH,12,DEM,2016,0.552491044,39.6,REP,0.277545334,0,0.12852,1,0.43,TRUE,0,67415,40,,76.4,28449.63,21876.78,0,9501,9502,"TIBERI, PATRICK J.",OH,12,REP,2016,0.552491044,39.6,REP,0.681076167,1,0.12852,1,0.43,FALSE,0,67415,37,100,76.4,4555938.63,1890367.7,0.277545334,0.681076167,-1.1,1
1540,9504,9505,"MORCKEL, RICHARD A.",OH,13,REP,2016,0.630587047,21.7,REP,0.314630103,0,0.17282,1,0.43,FALSE,0,42430,16,,76.8,0,0,0,9505,9506,"RYAN, TIMOTHY J.",OH,13,DEM,2016,0.630587047,21.7,REP,0.684880005,1,0.17282,1,0.43,TRUE,0,42430,21,85.05,76.8,1024124.86,1243065.84,0.314630103,0.684880005,-1.1,1
1541,9507,9507,"JOYCE, DAVID P",OH,14,REP,2016,0.618683286,33.7,REP,0.632565943,1,0.09217,1,0.43,FALSE,4,63362,4,54.99,75.3,2088215.84,1997677.12,1,9510,9511,"WAGER, MICHAEL",OH,14,DEM,2016,0.618683286,33.7,REP,0.330207848,0,0.09217,1,0.43,TRUE,4,63362,1,100,75.3,246239.45,242939.54,0.632565943,0.330207848,-1.1,0
1542,9512,9514,"STIVERS, STEVE MR.",OH,15,REP,2016,0.592866472,30.2,REP,0.660237076,1,0.09621,1,0.43,FALSE,0,61514,159,90.14,74.4,2965260.41,2583802.75,1,9513,9512,"WHARTON, RICHARD SCOTT",OH,15,DEM,2016,0.592866472,30.2,REP,0.339762924,0,0.09621,1,0.43,TRUE,0,61514,16,100,74.4,39981,38130.71,0.660237076,0.339762924,-1.1,0
1543,9514,9516,"MUNDY, KEITH FRANCIS",OH,16,DEM,2016,0.454965434,32.4,REP,0.362623267,0,0.06674,1,0.43,TRUE,,64197,45,,75.5,13080.55,8433.02,0,9515,9515,"RENACCI, JAMES B.",OH,16,REP,2016,0.454965434,32.4,REP,0.637376733,1,0.06674,1,0.43,FALSE,,64197,5,100,75.5,2088873.42,1749738.36,0.362623267,0.637376733,-1.1,1
1544,9522,9524,"HARRIS-TILL, JOSHUA B",OK,2,DEM,2016,0.320715731,16.7,REP,0.245973978,0,0.33581,1,0.34,TRUE,0,40770,24,37.43,70.75714,0,0,0,9525,9525,"MULLIN, MARKWAYNE MR.",OK,2,REP,2016,0.320715731,16.7,REP,0.700253145,1,0.33581,1,0.34,FALSE,0,40770,500,79.73,70.75714,1506085.82,1537906.26,0.245973978,0.700253145,-1.1,1
1545,9528,9530,"LUCAS, FRANK D.",OK,3,REP,2016,0.258991852,22.1,REP,0.786150172,1,0.2092,1,0.34,FALSE,0,47724,65,82.82,67.4,1182119.41,1068849.91,1,9529,9528,"ROBBINS, FRANKIE",OK,3,DEM,2016,0.258991852,22.1,REP,0.213849828,0,0.2092,1,0.34,TRUE,0,47724,65,100,67.4,,,0.786150172,0.213849828,-1.1,0
1546,9530,9536,"COLE, TOM",OK,4,REP,2016,0.3098543,24.2,REP,0.708019583,1,0.23858,1,0.34,FALSE,0,55183,20,84.45,67.8,1804367.75,1525340.92,1,9531,9532,"OWEN, CHRISTINA",OK,4,DEM,2016,0.3098543,24.2,REP,0.246577814,0,0.23858,0,0.34,TRUE,0,55183,16,,67.8,0,0,0.708019583,0.246577814,-1.1,0
1547,9539,9540,"MCAFFREY, ALVIS",OK,5,DEM,2016,0.316769784,29.8,REP,0.363155348,0,0.30437,1,0.34,TRUE,,49616,500,30.89,67.8,133.61,686.99,0,9540,9541,"RUSSELL, STEVEN DANE",OK,5,REP,2016,0.316769784,29.8,REP,0.600956433,1,0.30437,1,0.34,FALSE,,49616,19,26.57,67.8,865262.45,847193,0.363155348,0.600956433,-1.1,1
1548,9542,9548,"BONAMICI, SUZANNE MS.",OR,1,DEM,2016,0.682750696,39.1,DEM,0,1,0.20457,0,0.53,TRUE,4,72097,107,98.83,70.3,919182.66,885527.91,1,9544,9546,"HEINRICH, BRIAN J",OR,1,REP,2016,0.682750696,39.1,DEM,0,0,0.20457,1,0.53,FALSE,4,72097,8,,70.3,0,0,0,0,-1.1,0
1549,9548,9550,"CRARY, JAMES 'JIM'",OR,2,DEM,2016,0.412754741,23.7,DEM,0.2574045,0,0.10069,1,0.53,TRUE,0,49837,5,,69.3,0,0,0,9550,9549,"WALDEN, GREGORY P MR.",OR,2,REP,2016,0.412754741,23.7,DEM,0.70599686,1,0.10069,1,0.53,FALSE,0,49837,29,75.53,69.3,3275202.23,3288308.2,0.2574045,0.70599686,-1.1,1
1550,9551,9554,"BLUMENAUER, EARL",OR,3,DEM,2016,0.690134497,38.6,DEM,0.725989824,1,0.2077,1,0.53,TRUE,0,63231,500,98.63,69.28,1495563.17,1120680.89,1,9553,9553,"WALKER, DAVID",OR,3,IND,2016,0.690134497,38.6,DEM,0,0,0.2077,1,0.53,FALSE,0,63231,4,,69.28,,,0.725989824,0,-1.1,0
1551,9555,9560,"DEFAZIO, PETER A",OR,4,DEM,2016,0.522677738,25.8,DEM,0,1,0.10894,1,0.53,TRUE,0,46749,55,98.28,77.5,1484773.96,868292.28,1,9559,9559,"ROBINSON, ART DR.",OR,4,REP,2016,0.522677738,25.8,DEM,0,0,0.10894,1,0.53,FALSE,0,46749,500,97.31,77.5,55852.04,46544.96,0,0,-1.1,0
1552,9564,9565,"SCHRADER, KURT",OR,5,DEM,2016,0.641101098,29.3,DEM,0.538401176,1,0.15331,1,0.53,TRUE,,60395,180,83.1,77.8,1711097.45,1370553.71,1,9566,9566,"WILLIS, COLM",OR,5,REP,2016,0.641101098,29.3,DEM,0.393542496,0,0.15331,1,0.53,FALSE,,60395,500,,77.8,279932.23,277853.44,0.538401176,0.393542496,-1.1,0
1553,9567,9570,"BRADY, ROBERT A",PA,1,DEM,2016,0.785502629,25.7,DEM,0.828371444,0,0.53537,1,0.48,TRUE,4,45025,7,99.87,74.08571,755407.09,722505.14,1,9569,9569,"WILLIAMS, DEBORAH",PA,1,REP,2016,0.785502629,25.7,DEM,0.171628556,0,0.53537,0,0.48,FALSE,4,45025,61,,74.08571,0,0,0.828371444,0.171628556,-1.1,0
1554,9570,9575,"EVANS, DWIGHT",PA,2,DEM,2016,0.749846129,34.3,DEM,0.877034735,0,0.68362,1,0.48,TRUE,0,41320,500,,72.2,1521148.4,1485392.77,1,9572,9572,"JONES, JAMES",PA,2,REP,2016,0.749846129,34.3,DEM,0.122965265,0,0.68362,1,0.48,FALSE,0,41320,5,,72.2,0,0,0.877034735,0.122965265,-1.1,0
1555,9578,9579,"BURKHOLDER, JOSHUA",PA,4,DEM,2016,0.50378478,25.6,DEM,0.254636668,0,0.15341,1,0.48,TRUE,0,61333,24,,73.2,,,0,9579,9580,"PERRY, SCOTT",PA,4,REP,2016,0.50378478,25.6,DEM,0.745363332,1,0.15341,1,0.48,FALSE,0,61333,17,99.46,73.2,676746.44,612511.87,0.254636668,0.745363332,-1.1,1
1556,9581,9582,"TAYLOR, KERITH STRANO",PA,5,DEM,2016,0.378510647,23.4,DEM,0.364038992,0,0.06582,0,0.48,TRUE,0,48410,500,53.27,73.2,105295.61,107193.05,0,9582,9583,"THOMPSON, GLENN MR",PA,5,REP,2016,0.378510647,23.4,DEM,0.635961008,1,0.06582,1,0.48,FALSE,0,48410,157,97.59,73.2,1201255.43,1227714.13,0.364038992,0.635961008,-1.1,1
1557,9583,9585,"COSTELLO, RYAN A",PA,6,REP,2016,0.535161927,42.5,DEM,0.562909327,1,0.13718,1,0.48,FALSE,0,82139,25,99.94,74.6,2463529.01,2339160.25,1,9586,9586,"PARRISH, MICHAEL D",PA,6,DEM,2016,0.535161927,42.5,DEM,0.437090673,0,0.13718,1,0.48,TRUE,0,82139,1,,74.6,391241.82,373421.69,0.562909327,0.437090673,-1.1,0
1558,9587,9591,"BALCHUNIS, MARY ELLEN",PA,7,DEM,2016,0.56360269,42.2,DEM,0.379610845,0,0.1384,0,0.48,TRUE,4,85881,15,99.9,74.9,201162.23,198953.87,0,9590,9590,"MEEHAN, PATRICK L. MR.",PA,7,REP,2016,0.56360269,42.2,DEM,0.620389155,1,0.1384,1,0.48,FALSE,4,85881,37,99.88,74.9,2419635.87,2155482.68,0.379610845,0.620389155,-1.1,1
1559,9592,9598,"FITZPATRICK, BRIAN",PA,8,REP,2016,0.678581348,38.3,DEM,0.619021295,0,0.12336,1,0.48,FALSE,0,80199,8,100,74.48,2154946.1,2009176.63,1,9596,9599,"SANTARSIERO, STEVEN J",PA,8,DEM,2016,0.678581348,38.3,DEM,0.380978705,0,0.12336,1,0.48,TRUE,0,80199,19,,74.48,2792763.35,2778029.33,0.619021295,0.380978705,-1.1,0
1560,9599,9600,"HALVORSON, ARTHUR L",PA,9,REP,2016,0.362460594,18,DEM,0.635217549,0,0.05802,1,0.48,FALSE,4,47697,127,34.44,78.2,308097.69,244322.64,0,9600,9601,"SHUSTER, WILLIAM MR.",PA,9,REP,2016,0.362460594,18,DEM,0.635217549,1,0.05802,1,0.48,FALSE,4,47697,9,52.59,78.2,308097.69,244322.64,0.635217549,0.635217549,-1.1,1
1561,9602,9603,"MARINO, THOMAS ANTHONY",PA,10,REP,2016,0.476799401,20.9,DEM,0.625830459,1,0.07544,1,0.48,FALSE,0,52199,20,99.17,78.1,1093769.92,993525.34,1,9603,9602,"MOLESEVICH, MIKE",PA,10,DEM,2016,0.476799401,20.9,DEM,0.248095074,0,0.07544,1,0.48,TRUE,0,52199,1,,78.1,71898.11,71898.11,0.625830459,0.248095074,-1.1,0
1562,9604,9606,"BARLETTA, LOU",PA,11,REP,2016,0.528180328,23.5,DEM,0.663071492,1,0.11089,1,0.48,FALSE,4,53833,500,99.61,75.25789,1309267.49,993761.37,1,9605,9605,"MARSICANO, MICHAEL PAUL",PA,11,DEM,2016,0.528180328,23.5,DEM,0.336928508,0,0.11089,1,0.48,TRUE,4,53833,1,,75.25789,132488.98,123748.07,0.663071492,0.336928508,-1.1,0
1563,9607,9608,"MCCLELLAND, ERIN",PA,12,DEM,2016,0.494574071,32.1,DEM,0.407223012,0,0.07541,0,0.48,TRUE,0,60387,39,67.67,72.58095,236418.16,244872.37,0,9608,9609,"ROTHFUS, KEITH MR.",PA,12,REP,2016,0.494574071,32.1,DEM,0.592776988,1,0.07541,1,0.48,FALSE,0,60387,45,99.25,72.58095,1734459.97,1651927.35,0.407223012,0.592776988,-1.1,1
1564,9612,9614,"DOYLE, MIKE",PA,14,DEM,2016,0.57313052,32.4,DEM,1,1,0.28087,1,0.48,TRUE,0,44939,1,84.06,70.3,814619.45,808623.35,1,9613,9612,"MCALLISTER, LENNY MR",PA,14,REP,2016,0.57313052,32.4,DEM,0,0,0.28087,1,0.48,FALSE,0,44939,500,,70.3,,,1,0,-1.1,0
1565,9614,9618,"DAUGHERTY, RICHARD D",PA,15,DEM,2016,0.544456584,28.2,DEM,0,0,0.15732,1,0.48,TRUE,0,62755,16,,70.1,22367.27,21559.94,0,9615,9617,"DENT, CHARLES W. REP.",PA,15,REP,2016,0.544456584,28.2,DEM,1,1,0.15732,1,0.48,FALSE,0,62755,23,99.94,70.1,1661202.6,1746125.27,0,1,-1.1,1
1566,9620,9625,"HARTMAN, CHRISTINA MARIE MS.",PA,16,DEM,2016,0.464458454,25.4,DEM,0.422804778,0,0.1684,0,0.48,TRUE,0,57144,16,,70.8,1186955.7,1147202.54,0,9624,9626,"SMUCKER, LLOYD K",PA,16,REP,2016,0.464458454,25.4,DEM,0.577195222,0,0.1684,1,0.48,FALSE,0,57144,500,,70.8,1487254,1453232.45,0.422804778,0.577195222,-1.1,1
1567,9626,9629,"CARTWRIGHT, MATT",PA,17,DEM,2016,0.47140477,21.2,DEM,0.567582141,1,0.12371,1,0.48,TRUE,0,51635,500,98.59,70.7,967024.42,859029.41,1,9627,9627,"CONNOLLY, MATT",PA,17,REP,2016,0.47140477,21.2,DEM,0.432417859,0,0.12371,1,0.48,FALSE,0,51635,500,33.58,70.7,30578,31056.78,0.567582141,0.432417859,-1.1,0
1568,9640,9645,"CICILLINE, DAVID N",RI,1,DEM,2016,0.660626752,32.2,DEM,0.596522001,1,0.23645,1,0.53,TRUE,0,56547,4,63.01,77.6,1505337.5,895054.25,1,9643,9644,"TAUB, H. RUSSELL",RI,1,REP,2016,0.660626752,32.2,DEM,0.403416332,0,0.23645,1,0.53,FALSE,0,56547,500,,77.6,103111.34,87316.24,0.596522001,0.403416332,-1.1,0
1569,9649,9651,"LANGEVIN, JAMES R. HONORABLE",RI,2,DEM,2016,0.645063551,32.7,DEM,0.623450456,1,0.15278,1,0.53,TRUE,,63976,5,100,73.58421,1139064.82,960471.69,1,9650,9650,"REIS, RHUE",RI,2,REP,2016,0.645063551,32.7,DEM,0.37651416,0,0.15278,1,0.53,FALSE,,63976,500,100,73.58421,7670,2834.26,0.623450456,0.37651416,-1.1,0
1570,9651,9656,"CHERNY, DIMITRI",SC,1,DEM,2016,,38.3,REP,0,0,0.2444,1,0.43,TRUE,0,64973,500,,68.1,27561.9,26238.77,0,9655,9655,"SANFORD, MARSHALL C. HON.",SC,1,REP,2016,,38.3,REP,1,1,0.2444,1,0.43,FALSE,0,64973,500,100,68.1,741639,165335.7,0,1,-1.1,1
1571,9657,9658,"BJORN, ARIK",SC,2,DEM,2016,,32.9,REP,0.353263831,0,0.29774,1,0.43,TRUE,4,57253,500,,65.5,70134.61,69863.87,0,9661,9662,"WILSON, JOE THE HON.",SC,2,REP,2016,,32.9,REP,0.625361134,1,0.29774,1,0.43,FALSE,4,57253,107,81.61,65.5,1151886.85,743749.03,0.353263831,0.625361134,-1.1,1
1572,9662,9664,"CLEVELAND, HOSEA N",SC,3,DEM,2016,,20.6,REP,0.287825917,0,0.22734,1,0.43,TRUE,4,45042,500,33.39,66.3,10737,9166,0,9663,9663,"DUNCAN, JEFFREY D MR.",SC,3,REP,2016,,20.6,REP,0.712174083,1,0.22734,1,0.43,FALSE,4,45042,15,100,66.3,610665.81,707644.41,0.287825917,0.712174083,-1.1,1
1573,9665,9665,"FEDALEI, CHRISTOPHER",SC,4,DEM,2016,,30.1,REP,0,0,0.25863,1,0.43,TRUE,4,51718,2,,66.2,100237.12,99501.58,0,9666,9667,"GOWDY, TREY",SC,4,REP,2016,,30.1,REP,0.851981862,1,0.25863,1,0.43,FALSE,4,51718,500,100,66.2,1869293.8,1555201.78,0,0.851981862,-1.1,1
1574,9670,9673,"MULVANEY, JOHN MICHAEL 'MICK'",SC,5,REP,2016,,22.2,REP,0.588805173,1,0.31889,1,0.43,FALSE,4,48743,6,100,66.3,1124593.74,1170967.21,1,9671,9669,"PERSON, FRANCIS J",SC,5,DEM,2016,,22.2,REP,0,0,0.31889,1,0.43,TRUE,4,48743,500,,66.3,706808,700295.05,0.588805173,0,-1.1,0
1575,9673,9674,"CLYBURN, JAMES E.",SC,6,DEM,2016,,19.2,REP,0.725879446,1,0.61943,1,0.43,TRUE,4,35296,5,85.98,68.5,2172542.43,2163339,1,9676,9675,"STERLING, LAURA MARIE MRS",SC,6,REP,2016,,19.2,REP,0.25578697,0,0.61943,0,0.43,FALSE,4,35296,20,,68.5,0,0,0.725879446,0.25578697,-1.1,0
1576,9677,9678,"HYMAN, MAL",SC,7,DEM,2016,,20.4,REP,0.400072342,0,0.33225,1,0.43,TRUE,,43146,500,,69.99048,90938.25,90938.25,0,9678,9679,"RICE, TOM",SC,7,REP,2016,,20.4,REP,0.599927658,1,0.33225,1,0.43,FALSE,,43146,20,100,69.99048,1082645.07,935571.49,0.400072342,0.599927658,-1.1,1
1577,9679,9680,"HAWKS, PAULA",SD,0,DEM,2016,0.407809208,27.5,REP,0,0,0.15312,0,,TRUE,0,54467,98,,72.6,402739.72,402432.86,0,9680,9681,"NOEM, KRISTI LYNN",SD,0,REP,2016,0.407809208,27.5,REP,0,1,0.15312,0,,FALSE,0,54467,108,100,72.6,2328820.31,3054652.98,0.415,0.585,-1.1,1
1578,9685,9687,"DUNCAN, JOHN J REP. JR.",TN,2,REP,2016,0.305374487,29.5,REP,0.724931185,1,0.11109,1,0.38,FALSE,0,50701,6,60.46,70.33333,380238.02,507682.24,1,9686,9686,"STARR, STUART",TN,2,DEM,2016,0.305374487,29.5,REP,0.225557868,0,0.11109,1,0.38,TRUE,0,50701,500,,70.33333,0,0,0.724931185,0.225557868,-1.1,0
1579,9687,9688,"FLEISCHMANN, CHARLES J",TN,3,REP,2016,0.346020226,22.2,REP,0.623612241,1,0.1478,1,0.38,FALSE,0,43938,23,50.8,69.1,1421140.54,924616.66,1,9694,9695,"SHEKARI, MELODY",TN,3,DEM,2016,0.346020226,22.2,REP,0.345829837,0,0.1478,0,0.38,TRUE,0,43938,500,,69.1,97219.18,97219.18,0.623612241,0.345829837,-1.1,0
1580,9697,9700,"DESJARLAIS, SCOTT HON.",TN,4,REP,2016,0.29809516,21.4,REP,0.583249666,1,0.15054,1,0.38,FALSE,0,50598,17,44.89,69.9,607523.43,541726.97,1,9700,9698,"REYNOLDS, STEVEN",TN,4,DEM,2016,0.29809516,21.4,REP,0.353168108,0,0.15054,1,0.38,TRUE,0,50598,19,,69.9,49873.49,47821.61,0.583249666,0.353168108,-1.1,0
1581,9703,9705,"COOPER, JAMES H S",TN,5,DEM,2016,0.529124168,35.8,REP,0.623220721,1,0.32377,1,0.38,TRUE,0,54470,5,100,69.7,646126.93,625973.02,1,9706,9707,"SNYDER, STACY RIES",TN,5,REP,2016,0.529124168,35.8,REP,0.357009515,0,0.32377,1,0.38,FALSE,0,54470,38,,69.7,88120.32,85738.88,0.623220721,0.357009515,-1.1,0
1582,9707,9715,"BLACK, DIANE L MRS.",TN,6,REP,2016,0.327387309,20.9,REP,0.710876821,1,0.08221,0,0.38,FALSE,0,50731,123,76.67,68.8,1797183.21,2798763.15,1,9710,9708,"KENT, DAVID W.",TN,6,DEM,2016,0.327387309,20.9,REP,0.22968963,0,0.08221,1,0.38,TRUE,0,50731,4,,68.8,6204.03,6101.94,0.710876821,0.22968963,-1.1,0
1583,9715,9718,"BLACKBURN, MARSHA MRS.",TN,7,REP,2016,0.529115614,27.6,REP,0.6999943,1,0.15517,0,0.38,FALSE,0,53276,500,84.19,71.1,2186667.71,1497337.35,1,9716,9716,"CHANDLER, THARON",TN,7,DEM,2016,0.529115614,27.6,REP,0.267752538,0,0.15517,1,0.38,TRUE,0,53276,500,,71.1,0,0,0.6999943,0.267752538,-1.1,0
1584,9726,9730,"HOBSON, RICKEY",TN,8,DEM,2016,0.529573737,28.6,REP,0.245853008,0,0.2479,1,0.38,TRUE,0,54145,500,33.3,68.9,0,0,0,9730,9734,"KUSTOFF, DAVID",TN,8,REP,2016,0.529573737,28.6,REP,0.70833454,0,0.2479,1,0.38,FALSE,0,54145,4,,68.9,1331246.31,1218420.1,0.245853008,0.70833454,-1.1,1
1585,9741,9744,"ALBERSON, FLOYD WAYNE",TN,9,REP,2016,0.631432246,23.2,REP,0.233144573,0,0.74158,1,0.38,FALSE,,39761,500,,69.52667,0,0,0,9742,9748,"COHEN, STEPHEN IRA",TN,9,DEM,2016,0.631432246,23.2,REP,0.74968683,1,0.74158,1,0.38,TRUE,,39761,33,66.18,69.52667,615134.82,291300.44,0.233144573,0.74968683,-1.1,1
1586,9751,9753,"GOHMERT, LOUIS B. MR. JR.",TX,1,REP,2016,0.273443896,20.1,REP,0.774663436,1,0.23629,1,0.46,FALSE,4,45313,136,100,77.3,728591.58,879705.63,1,9753,9755,"MCKELLAR, SHIRLEY JONETTA  DR",TX,1,DEM,2016,0.273443896,20.1,REP,0.225336564,0,0.23629,1,0.46,TRUE,4,45313,500,100,77.3,13358.34,12557.47,0.774663436,0.225336564,-1.1,0
1587,9755,9759,"BRYAN, PAT",TX,2,DEM,2016,0.496052417,40.3,REP,0.296361964,0,0.33392,0,0.46,TRUE,0,72711,37,,78.03158,10357.99,9841.92,0,9758,9760,"POE, TED",TX,2,REP,2016,0.496052417,40.3,REP,0.679455561,1,0.33392,1,0.46,FALSE,0,72711,181,100,78.03158,832427.59,617147.82,0.296361964,0.679455561,-1.1,1
