COX,  JOHN R.#AK#0#REP#2010#0.503333091
DAUGHERTY,  RICHARD D#PA#7#DEM#2018#0.402612755
JOHNSTON,  BRIANNA#PA#7#GRE#2018#0
CHRIN,  JOHN R#PA#8#REP#2018#0.544881296
MALIK,  DEAN#PA#8#REP#2018#0.544881296
KUNIEGEL,  ROBERT JOSEPH#PA#8#REP#2018#0.544881296
CARTWRIGHT,  MATT#PA#8#DEM#2018#0.455118704
PETERS,  JOE#PA#8#REP#2018#0.544881296
WOLFF,  DENNY#PA#9#DEM#2018#0.365680089
UEHLINGER,  SCOTT#PA#9#REP#2018#0.634319911
WEGMAN,  GARY#PA#9#DEM#2018#0.365680089
OAKES,  KEVIN#PA#9#NPA#2018#0
MERRILL,  MAXIMILIAN#PA#9#REP#2018#0.634319911
MEUSER,  DANIEL#PA#9#REP#2018#0.634319911
HALCOVAGE,  GEORGE F. JR.#PA#9#REP#2018#0.634319911
QUICK,  LAURA#PA#9#DEM#2018#0.365680089
REED,  DAVE#PA#9#REP#2018#0.634319911
PERRY,  SCOTT#PA#10#REP#2018#0.702913579
SCOTT,  GEORGE#PA#10#DEM#2018#0.297086421
FEIGL-DING,  ERIC#PA#10#DEM#2018#0.297086421
STILP,  GENE#PA#10#DEM#2018#0.297086421
HARTMAN,  CHRISTINA M#PA#10#DEM#2018#0.297086421
KEELER,  JONATHAN DAVID MR.#PA#10#DEM#2018#0.297086421
HERSCHEL,  JUDITH L#PA#10#DEM#2018#0.297086421
HOWE,  ROBERT ALAN#PA#10#DEM#2018#0.297086421
MCDADE,  MARK PETER#PA#10#DEM#2018#0.297086421
SMUCKER,  LLOYD K.#PA#11#REP#2018#0.637071203
LEWIS,  ANDREW#PA#11#REP#2018#0.637071203
KING,  JESSICA#PA#11#DEM#2018#0.362928797
SHECKTOR,  ANDREW#PA#11#REP#2018#0.637071203
LASALA,  MICHAEL THOMAS MR.#PA#11#IND#2018#0
BEILER,  CHET#PA#11#REP#2018#0.637071203
FRIEDENBERG,  MARC#PA#12#DEM#2018#0.380586003
MARINO,  THOMAS ANTHONY#PA#12#REP#2018#0.619413997
STOLZ,  JOHN#PA#12#DEM#2018#0.380586003
MCLINKO,  DOUG#PA#12#REP#2018#0.619413997
ANTHONY,  AARON#PA#12#DEM#2018#0.380586003
KAIRNES,  GERALD JAMES#PA#12#IND#2018#0
BLOOM,  STEPHEN#PA#13#REP#2018#0
HART,  KRISTOPHER#PA#13#REP#2018#0
EICHELBERGER,  JOHN H. JR.#PA#13#REP#2018#0
OTTAWAY,  BRENT M#PA#13#DEM#2018#1
SCHOOLEY,  TRAVIS#PA#13#REP#2018#0
FAUST,  GREGORY#PA#13#LIB#2018#0
HORNBERGER,  BENJAMIN#PA#13#REP#2018#0
MASTRIANO,  DOUGLAS PH.D. COL PH.D#PA#13#REP#2018#0
JOYCE,  JOHN#PA#13#REP#2018#0
WASHABAUGH,  BERNARD II#PA#13#REP#2018#0
HALVORSON,  ARTHUR L#PA#13#REP#2018#0
SACCONE,  RICK#PA#14#REP#2018#0.256832224
SOLOMON,  ROBERT#PA#14#DEM#2018#0.743167776
RESCHENTHALER,  GUY MR.#PA#14#REP#2018#0.256832224
BOERIO,  BIBIANA#PA#14#DEM#2018#0.743167776
PRIGG,  THOMAS LEE#PA#14#DEM#2018#0.743167776
SEDLOCK,  ADAM C JR#PA#14#DEM#2018#0.743167776
LEINER,  WILLIAM JR.#PA#15#DEM#2018#0.380357793
PRIES,  MICHAEL H#PA#15#REP#2018#0.583862957
THOMPSON,  GLENN#PA#15#REP#2018#0.583862957
BOSER,  SUSAN#PA#15#DEM#2018#0.380357793
COLLICA,  CHIP#PA#15#NPA#2018#0
MACKENZIE,  RYAN EDWARD#PA#15#REP#2018#0.583862957
WILD,  SUSAN#PA#15#DEM#2018#0.380357793
SIMMONS,  JUSTIN JAY#PA#15#REP#2018#0.583862957
JODUN,  WADE#PA#15#DEM#2018#0.380357793
MULTARI,  ROBERT DR.#PA#16#DEM#2018#0.427449972
KELLY,  GEORGE J JR#PA#16#REP#2018#0.539091859
RIEGER,  CHRIS#PA#16#DEM#2018#0.427449972
DINICOLA,  RONALD A. MR.#PA#16#DEM#2018#0.427449972
GEORGE,  JOHN#PA#16#DEM#2018#0.427449972
BEEMAN,  EBERT GORDAN#PA#16#LIB#2018#0.033458169
KELLY,  MIKE#PA#16#REP#2018#0.539091859
LAMB,  CONOR#PA#17#DEM#2018#0.538079693
TARASI,  ELIZABETH M#PA#17#DEM#2018#0.538079693
ROTHFUS,  KEITH MR.#PA#17#REP#2018#0.461920307
LINSENMAYER,  RAYMOND#PA#17#DEM#2018#0.538079693
ORTITAY,  JASON A#PA#18#REP#2018#1
WARD,  KIM#PA#18#REP#2018#1
MACK,  KIMBERLY#PA#18#GOP#2018#0
IOVINO,  PAMELA M#PA#18#DEM#2018#0
BROOKS,  JANIS C DR#PA#18#DEM#2018#0
CROSSEY,  MICHAEL J#PA#18#DEM#2018#0
DOYLE,  MICHAEL#PA#18#DEM#2018#0
CERILLI,  GINA DOMENICA#PA#18#DEM#2018#0
KARPACS,  GEORGE A#PA#18#REP#2018#1
BROOKS,  JANIS C REV DR#PA#18#DEM#2018#0
MILLER,  DREW GRAY#PA#18#LIB#2018#0
WEISS,  RYAN#PA#53#REP#2018#0
WYSOCKI,  FREDERICK J#RI#1#REP#2018#0.353251951
YOUNG,  CHRISTOPHER F.#RI#1#DEM#2018#0.646748049
DONOVAN,  PATRICK J#RI#1#REP#2018#0.353251951
CICILLINE,  DAVID N#RI#1#DEM#2018#0.646748049
CAIOZZO,  SALVATORE#RI#2#REP#2018#0.308186663
LANGEVIN,  JAMES R. HONORABLE#RI#2#DEM#2018#0.581692519
FIENNING,  TED#SC#1#REP#2018#0.586473746
CUNNINGHAM,  JOE#SC#1#DEM#2018#0.368988358
CHERNY,  DIMITRI#SC#1#REP#2018#0.586473746
PEREZ,  THOMAS STAUFFER#SC#1#REP#2018#0.586473746
ARRINGTON,  KATHERINE ELIZABETH#SC#1#REP#2018#0.586473746
SANFORD,  MARSHALL C. HON.#SC#1#REP#2018#0.586473746
SMITH,  TOBY#SC#1#DEM#2018#0.368988358
FRASIER,  BENJAMIN JR#SC#1#DEM#2018#0.368988358
WILSON,  JOE THE HON.#SC#2#REP#2018#0.603124487
CARRIGAN,  SEAN J MR.#SC#2#DEM#2018#0.359342282
ROBERTSON,  ANNABELLE#SC#2#DEM#2018#0.359342282
BLACK,  PHILIP H#SC#2#DEM#2018#0.359342282
NARANG,  SONNY#SC#2#OTH#2018#0
GEREN,  MARY SMITH#SC#3#DEM#2018#0.270558887
CLEVELAND,  HOSEA N#SC#3#DEM#2018#0.270558887
MOORE,  DAVE#SC#3#OTH#2018#0
DUNCAN,  JEFFREY D MR.#SC#3#REP#2018#0.729441113
BELL,  BARRY#SC#4#REP#2018#0.672271342
RUFF,  JONATHAN ALAN#SC#4#REP#2018#0.672271342
CHASTAIN,  CHRISTOPHER NEIL#SC#4#DEM#2018#0.310532882
BROWN,  JORDAN#SC#4#REP#2018#0.672271342
GRABEN,  ERIC KNOX#SC#4#DEM#2018#0.310532882
DAVIS,  JOHN TIMOTHY#SC#4#DEM#2018#0.310532882
BURNS,  MARK#SC#4#REP#2018#0.672271342
KIMBRELL,  JOSHUA BRETT#SC#4#REP#2018#0.672271342
TURNER,  D LEE#SC#4#DEM#2018#0.310532882
BROWN,  BRANDON PENDARVIS#SC#4#DEM#2018#0.310532882
MCCORKLE,  WILLIAM#SC#4#REP#2018#0.672271342
EPLEY,  JAMES#SC#4#REP#2018#0.672271342
PIERCE,  DONNA SHANNON#SC#4#REP#2018#0.672271342
MOSSER,  JOHN MARSHALL#SC#4#REP#2018#0.672271342
BROWN,  STEPHEN H MR#SC#4#REP#2018#0.672271342
MORIN,  WILLIAM C III#SC#4#DEM#2018#0.310532882
TIMMONS,  WILLIAM R. IV#SC#4#REP#2018#0.672271342
HAMILTON,  DANIEL KELLER WIL#SC#4#REP#2018#0.672271342
SANDERS,  JUSTIN DAVID MR.#SC#4#REP#2018#0.672271342
ALBERT,  DAN#SC#4#REP#2018#0.672271342
SCHMID,  CLAUDE MR.#SC#4#REP#2018#0.672271342
FURAY,  GUY V MR.#SC#4#AMP#2018#0
BRIGHT,  LEE#SC#4#REP#2018#0.672271342
MURPHY,  LES#SC#5#DEM#2018#0.387949977
LOUGH,  STEPHEN HARRISON#SC#5#DEM#2018#0.387949977
BLESDOE DVM,  WILLIAM D#SC#5#REP#2018#0.591156566
KULMA,  DAVID#SC#5#GRE#2018#0
WAMPLER,  KRIS ANDREW#SC#5#REP#2018#0.591156566
COOPER,  N#SC#5#LIB#2018#0
KOCHER,  VICTOR#SC#5#LIB#2018#0
CRAIG,  RAY#SC#5#REP#2018#0.591156566
BLEDSOE D.V.M.,  WILLIAM D#SC#5#REP#2018#0.591156566
TAYLOR,  CHRIS#SC#5#REP#2018#0.591156566
POPE,  TOMMY#SC#5#REP#2018#0.591156566
MULLIKIN,  TOM#SC#5#REP#2018#0.591156566
NORMAN,  RALPH W. JR.#SC#5#REP#2018#0.591156566
FEW,  SHERI LOU MRS.#SC#5#REP#2018#0.591156566
THORNTON,  JOSH#SC#5#OTH#2018#0
CONNELLY,  CHAD#SC#5#REP#2018#0.591156566
PARNELL,  ARCHIE#SC#5#DEM#2018#0.387949977
MOORE,  SIDNEY#SC#5#DEM#2018#0.387949977
CHANDLER,  MICHAEL#SC#5#CON#2018#0
FRANK,  ALEXIS#SC#5#DEM#2018#0.387949977
ALI,  MARK ANTHONY#SC#5#DEM#2018#0.387949977
CLYBURN,  JAMES E.#SC#6#DEM#2018#0.701576436
PUGH,  BRYAN#SC#6#GRE#2018#0.009849789
GRESSMANN,  GERHARD RALF REV#SC#6#REP#2018#0.276310437
HOPKINS,  WILLIAM E. JR.#SC#7#DEM#2018#0.39251931
HAMMOND,  LARRY GUY#SC#7#REP#2018#0.60748069
RAY,  JOHNNY ALLEN#SC#7#REP#2018#0.60748069
WARD,  JOHN#SC#7#REP#2018#0.60748069
JAMES,  JON#SC#7#REP#2018#0.60748069
HYMAN,  MAL#SC#7#DEM#2018#0.39251931
RICE,  TOM#SC#7#REP#2018#0.60748069
WILLIAMS,  ROBERT#SC#7#DEM#2018#0.39251931
WITHINGTON,  RICHARD B  ''DICK''#SC#7#OTH#2018#0
FISCHER,  BRUCE DR.#SC#7#DEM#2018#0.39251931
TERRELL,  ERIC BRAND NEW#SD#0#REP#2018#0
HENDRICKSON,  GEORGE#SD#0#LIB#2018#0
TAPIO,  NEAL#SD#0#REP#2018#0
KREBS,  SHANTEL#SD#0#REP#2018#0
JOHNSON,  DUSTY#SD#0#REP#2018#0
BJORKMAN,  TIMOTHY W MR.#SD#0#DEM#2018#0
MARTIAN,  CHRISTOPHER JAMES#SD#0#DEM#2018#0
WIECZOREK,  RONALD LEE#SD#0#IND#2018#0
MCKINLEY,  TODD ALLEN#TN#1#REP#2018#0.784116068
OLSEN,  MARTIN#TN#1#DEM#2018#0.153633502
ROE,  DAVID PHILLIP DR.#TN#1#REP#2018#0.784116068
SALYER,  MICHAEL D.#TN#1#IND#2018#0.06225043
BROOKS,  JAMES#TN#1#REP#2018#0.784116068
BANYAS,  MICKIE LOU#TN#1#REP#2018#0.784116068
FULLINGTON,  BRAD#TN#2#REP#2018#0.756407516
STANSBERRY,  CLIFFORD DAVID MR.#TN#2#REP#2018#0.756407516
MATLOCK,  JAMES LLOYD#TN#2#REP#2018#0.756407516
HOYOS,  RENEE#TN#2#DEM#2018#0.243592484
WHITMIRE,  MARC#TN#2#IND#2018#0
SAGLIANO,  VITO ANTHONY MR.#TN#2#REP#2018#0.756407516
BURCHETT,  TIM#TN#2#REP#2018#0.756407516
EMERT,  JASON#TN#2#REP#2018#0.756407516
GROSS,  KENNETH WAYNE MR.#TN#2#REP#2018#0.756407516
GROSS,  KENENTH WAYNE MR.#TN#2#REP#2018#0.756407516
WILLIAMS,  JOSHUA DR#TN#2#DEM#2018#0.243592484
NICKLOES,  SARAH ASHLEY#TN#2#REP#2018#0.756407516
SCHENKENFELDER,  JOSEPH WILLIAM#TN#2#DEM#2018#0.243592484
GRUNAU,  JEFFREY A#TN#2#IND#2018#0
LATORRE,  KEITH A#TN#2#IND#2018#0
HAMBLIN,  HANK#TN#2#REP#2018#0.756407516
MCSTAY,  JOHN DR#TN#2#DEM#2018#0.243592484
SAMPLES,  WILLIAM#TN#2#IND#2018#0
SHEVLIN,  HAROLD ELWOOD#TN#3#DEM#2018#0.288478399
FLEISCHMANN,  CHARLES J#TN#3#REP#2018#0.663924772
MASSENGALE,  JEREMY MR.#TN#3#REP#2018#0.663924772
MITCHELL,  DANIELLE DR.#TN#3#DEM#2018#0.288478399
SPURLOCK,  WILLIAM E SR.#TN#3#REP#2018#0.663924772
MADDUX,  DAVID JACKSON#TN#4#REP#2018#0.65037783
HALE,  CHRISTOPHER JOLLY#TN#4#DEM#2018#0.34962217
PHILLIPS,  MARIAH NICOLE#TN#4#DEM#2018#0.34962217
TYLER,  RICK#TN#4#IND#2018#0
SHUPE,  MICHAEL#TN#4#IND#2018#0
DESJARLAIS,  SCOTT HON.#TN#4#REP#2018#0.65037783
REYNOLDS,  STEVEN DOYLE#TN#4#DEM#2018#0.34962217
STEELE,  RUSSELL WAYNE MR.#TN#4#IND#2018#0
WEAVER,  MARSHAL#TN#5#W#2018#0
ALLISON,  CHAZ ANTHONY#TN#5#REP#2018#0.374502196
BALL,  JODY#TN#5#REP#2018#0.374502196
DEAN,  GLEN MR#TN#5#REP#2018#0.374502196
COOPER,  JAMES H.S.#TN#5#DEM#2018#0.625497804
BRANDON,  STEPHEN#TN#6#DEM#2018#0.217930539
WINEINGER,  MERRILEE#TN#6#DEM#2018#0.217930539
BARLOW,  DAWN#TN#6#DEM#2018#0.217930539
DUNN,  LLOYD 1981#TN#6#IND#2018#0.07121621
CORLEW,  BOB#TN#6#REP#2018#0.71085325
ROSE,  JOHN W.#TN#6#REP#2018#0.71085325
MONDAY,  CHRISTOPHER BRIAN#TN#6#REP#2018#0.71085325
VIVIO,  LAVERN#TN#6#REP#2018#0.71085325
HEFFERNAN,  PETER#TN#6#DEM#2018#0.217930539
ROSS,  DAVID#TN#6#IND#2018#0.07121621
FINLEY,  CHRISTOPHER MARTIN#TN#6#DEM#2018#0.217930539
MATHENY,  JUDD#TN#6#REP#2018#0.71085325
KANEW,  JUSTIN#TN#7#DEM#2018#0.235448959
GREEN,  MARK DR.#TN#7#REP#2018#0.721730933
MILLER,  LEE THOMAS#TN#7#REP#2018#0.721730933
LADNER,  LEONARD (LARRY) D.#TN#7#IND#2018#0.042820108
LEGENDRE,  BRENT#TN#7#IND#2018#0.042820108
REEL,  MATT#TN#7#DEM#2018#0.235448959
PENFOLD,  JOSHUA#TN#7#DEM#2018#0.235448959
STOTTS-PEARSON,  ERIKA#TN#8#DEM#2018#0.250522916
FLINN,  GEORGE S DR JR#TN#8#REP#2018#0.687805034
HART,  JAMES#TN#8#IND#2018#0.06167205
KUSTOFF,  DAVID#TN#8#REP#2018#0.687805034
BOATNER,  JOHN BURKE JR#TN#8#DEM#2018#0.250522916
OWENS,  COLLEEN#TN#8#REP#2018#0.687805034
MANTANONA,  NICHOLAS BRENT MR.#TN#9#IND#2018#0.02395018
SMITH,  KASANDRA LEE#TN#9#DEM#2018#0.787879771
BERGMANN,  CHARLOTTE#TN#9#REP#2018#0.188170049
COHEN,  STEPHEN IRA#TN#9#DEM#2018#0.787879771
RICHMOND,  ISAAC#TN#9#DEM#2018#0.787879771
AWGOWHAT,  LEO#TN#9#IND#2018#0.02395018
CULLER,  ANTHONY PATRICK#TX#1#REP#2018#0.739440605
GOHMERT,  LOUIS B. MR. JR.#TX#1#REP#2018#0.739440605
ROWJEE,  ROSHIN#TX#1#REP#2018#0.739440605
CALLAWAY,  JEFF#TX#1#LIB#2018#0.019419046
BEAL,  BRENT#TX#1#DEM#2018#0.241140349
MCKELLAR,  SHIRLEY JONETTA  DR#TX#1#DEM#2018#0.241140349
BRYAN,  PAT#TX#2#DEM#2018#0.360130411
KHORASANI,  ALI#TX#2#DEM#2018#0.360130411
WALL,  KATHALEEN MRS.#TX#2#REP#2018#0.606439215
GUNNELS,  PATRICK#TX#2#LIB#2018#0.023095386
KONG,  JAMES#TX#2#LIB#2018#0.023095386
PALMER,  MICHAEL WAYNE MR.#TX#2#REP#2018#0.606439215
WALKER,  RICK#TX#2#REP#2018#0.606439215
CRENSHAW,  DANIEL#TX#2#UNK#2018#0
CUBBLER,  SCOTT RALSTON MR.#TX#2#IND#2018#0
BALAT,  DAVID#TX#2#REP#2018#0.606439215
GRAF,  JAMES ANDREW#TX#2#DEM#2018#0.360130411
GIANUKOS,  NIKOLUS DIMITRY#TX#2#DEM#2018#0.360130411
PARVIZIAN,  HAMID#TX#2#DEM#2018#0.360130411
LITTON,  TODD CATLETT#TX#2#DEM#2018#0.360130411
JONES,  JIMMY DARNELL#TX#2#DEM#2018#0.360130411
SPIERS,  JON P DR#TX#2#REP#2018#0.606439215
HAVENS,  JONATHAN MR.#TX#2#REP#2018#0.606439215
ROBERTS,  KEVIN#TX#2#REP#2018#0.606439215
WHITTAKER,  MALCOLM EDWIN MR.#TX#2#REP#2018#0.606439215
MALIK,  SILKY#TX#2#DEM#2018#0.360130411
LURIE,  JUSTIN LEONARD#TX#2#REP#2018#0.606439215
CLAYTOR,  CHRISTOPHER J.#TX#3#LIB#2018#0.033026172
JAMESON,  SCOTT#TX#3#LIB#2018#0.033026172
BELL,  ADAM CLR NATION#TX#3#DEM#2018#0.345175539
TAYLOR,  NICHOLAS V.#TX#3#REP#2018#0.612618359
MASON,  ROBERT CARTER#TX#3#IND#2018#0
YHAP,  MEDRICK#TX#3#DEM#2018#0.345175539
DONKERVOET,  ALEX#TX#3#REP#2018#0.612618359
BARONE,  ROGER RICHARD MR.#TX#3#IND#2018#0
BURCH,  LORIE LOUISE#TX#3#DEM#2018#0.345175539
JOHNSON,  SAMUEL H.#TX#3#DEM#2018#0.345175539
NIEDERKORN,  DAVID#TX#3#REP#2018#0.612618359
ASHBY,  KEN#TX#4#LIB#2018#0.120081422
RODRIGUEZ,  DARRELL ALLEN#TX#4#DEM#2018#0
DANIELS,  SHOLDON MR.#TX#4#REP#2018#0.879918578
BETHEL JR,  LANDER LOUIS#TX#4#DEM#2018#0
KRANTZ,  CATHERINE#TX#4#DEM#2018#0
RATCLIFFE,  JOHN L#TX#4#REP#2018#0.879918578
COOPER,  JOHN#TX#4#REP#2018#0.879918578
GOODEN,  LANCE#TX#5#REP#2018#0.80613634
DEEN,  SAM ALAN#TX#5#REP#2018#0.80613634
LEDER,  BEN#TX#5#LIB#2018#0.19386366
WILLIAMS,  DAVID STUART#TX#5#REP#2018#0.80613634
LINGERFELT,  CHARLES B#TX#5#REP#2018#0.80613634
BRUNNER,  EARL#TX#5#REP#2018#0.80613634
SHEETS,  KENNETH#TX#5#REP#2018#0.80613634
WOOD,  DANNY EUGENE JR#TX#5#DEM#2018#0
CAMPBELL,  DANIEL C MR.#TX#5#REP#2018#0.80613634
POUNDS,  BUNNI#TX#5#REP#2018#0.80613634
WRIGHT,  JASON#TX#5#REP#2018#0.80613634
SANCHEZ,  JANA LYNNE MS#TX#6#DEM#2018#0.390296634
HARBER,  JASON ALLEN#TX#6#LIB#2018#0
HASSELL,  MEL#TX#6#REP#2018#0.583422195
MITCHELL,  MARK#TX#6#REP#2018#0.583422195
MIZHER,  ADRIAN#TX#6#REP#2018#0.583422195
WALKER,  CRAIG#TX#6#REP#2018#0.583422195
GAGLIARDI,  DEBORAH#TX#6#REP#2018#0.583422195
MITCHELL,  MONTE MARK DR.#TX#6#REP#2018#0.583422195
WRIGHT,  RON#TX#6#REP#2018#0.583422195
ELLZEY,  JOHN KEVIN#TX#6#REP#2018#0.583422195
DANDRIDGE,  JACQUES MR. JR#TX#6#REP#2018#0.583422195
DILLINGHAM,  THOMAS#TX#6#REP#2018#0.583422195
HARRISON,  KEVIN#TX#6#REP#2018#0.583422195
RATTERREE,  TROY#TX#6#REP#2018#0.583422195
COPE,  KENNETH CLIFFORD MR. JR.#TX#6#REP#2018#0.583422195
DUBBERLY,  SHANNON MICHAEL#TX#6#REP#2018#0.583422195
SHOCKLEE,  LEVII#TX#6#DEM#2018#0.390296634
ADAIR,  GLENN DAREN MR. N/A#TX#6#LIB#2018#0
DUNCAN,  JOHN WESLEY#TX#6#DEM#2018#0.390296634
SNIDER,  JUSTIN WAYNE#TX#6#DEM#2018#0.390296634
WOOLRIDGE,  RUBY FAYE MS.#TX#6#DEM#2018#0.390296634
WESTIN,  JASON#TX#7#DEM#2018#0.438083741
SANCHEZ,  IVAN#TX#7#DEM#2018#0.438083741
 ZIEGLER,  EDWARD RAY#TX#7#REP#2018#0.561916259
KERNER,  DEBRA#TX#7#DEM#2018#0.438083741
CULBERSON,  JOHN#TX#7#REP#2018#0.561916259
MOSER,  LAURA#TX#7#DEM#2018#0.438083741
FLETCHER,  ELIZABETH#TX#7#DEM#2018#0.438083741
CARGAS,  JAMES P#TX#7#DEM#2018#0.438083741
TRIANTAPHYLLIS,  ALEXANDER#TX#7#DEM#2018#0.438083741
BUTLER,  JOSHUA A#TX#7#DEM#2018#0.438083741
RICKER,  SEAN STEWARD#TX#8#REP#2018#1
BRADY,  KEVIN#TX#8#REP#2018#1
AGUIN,  BERT#TX#8#LIB#2018#0
DUNCAN,  CHRIS#TX#8#LIB#2018#0
CANTU,  JAMES#TX#8#REP#2018#1
DAVID,  STEVEN#TX#8#DEM#2018#0
GREEN,  ALEXANDER#TX#9#DEM#2018#0.806443734
KURTZ,  PHIL#TX#9#LIB#2018#0
HERNANDEZ,  CHRISTIAN#TX#9#DEM#2018#0.806443734
HERNANDEZ,  BENJAMIN#TX#9#IND#2018#0
ROGERS,  LAKESHA DONYEIL#TX#9#IND#2018#0
DEGROW,  RICHIE#TX#10#DEM#2018#0.383955257
EDEN,  MADELINE KATHERINE#TX#10#DEM#2018#0.383955257
HARRIS,  MATT#TX#10#DEM#2018#0.383955257
NELSON,  KEVIN#TX#10#DEM#2018#0.383955257
CADIEN,  TAWANA W.#TX#10#DEM#2018#0.383955257
MCCAUL,  MICHAEL#TX#10#REP#2018#0.573797093
RYAN,  MIKE#TX#10#LIB#2018#0.042247649
KELSEY,  BILL#TX#10#LIB#2018#0.042247649
SIEGEL,  MICHAEL#TX#10#DEM#2018#0.383955257
WALKER,  TAMI LEANE#TX#10#DEM#2018#0.383955257
WALKER-CADIEN,  TAWANDA#TX#10#DEM#2018#0.383955257
COOK,  JOHN W#TX#10#REP#2018#0.573797093
STONE,  RYAN HENRY#TX#10#DEM#2018#0.383955257
CASAS,  MASON#TX#11#DEM#2018#0
CONAWAY,  MICHAEL HONORABLE#TX#11#REP#2018#0.895094829
LEEDER,  VIRGINIA LOUISE#TX#11#DEM#2018#0
BETTS,  WILLIAMQ B MD#TX#11#REP#2018#0.895094829
SMITH,  RHETT R#TX#11#LIB#2018#0.104905171
LANDHOLT,  NICHOLAS#TX#11#LIB#2018#0.104905171
PFALZGRAF,  ERIC BRANDON#TX#11#DEM#2018#0
MYERS,  THOMAS PAUL#TX#11#REP#2018#0.895094829
ADIA,  VANESSA MICHELLE#TX#12#DEM#2018#0.268469711
GRANGER,  KAY#TX#12#REP#2018#0.694104753
WOOLUM,  ALBERT E#TX#12#DEM#2018#0.268469711
LEDDY,  JACOB#TX#12#LIB#2018#0.037425536
SAGAN,  GREGORY T. MR.#TX#13#DEM#2018#0
THORNBERRY,  MAC#TX#13#REP#2018#0.899825224
DEWEESE,  CALVIN#TX#13#LIB#2018#0.066500946
WEBER,  RANDY#TX#14#REP#2018#0.618703093
BELL,  ADRIENNE#TX#14#DEM#2018#0.381296907
TYLKA,  LAWRENCE MICHAEL#TX#14#DEM#2018#0.381296907
BARNES,  LEVY Q DR. JR.#TX#14#DEM#2018#0.381296907
CONLEY,  DONALD EUGENE MR III#TX#14#LIB#2018#0
CASEY,  KEITH#TX#14#REP#2018#0.618703093
SARGENT,  WILLIAM KEDZIE #TX#14#REP#2018#0.618703093
BRUEGGEMANN,  DALE MR.#TX#15#REP#2018#0.376595673
GONZALEZ,  VICENTE#TX#15#DEM#2018#0.573324755
CRISTO,  ANTHONY#TX#15#LIB#2018#0.019385095
LEONE,  ROSS LYNN#TX#15#LIB#2018#0.019385095
WESTLEY,  TIMMY LEE#TX#15#REP#2018#0.376595673
LECLAIRE,  NICOLE JENAE#TX#16#DEM#2018#0.857709869
FENENBOCK,  DORI#TX#16#DEM#2018#0.857709869
SEEBERGER,  RICK#TX#16#REC#2018#0
TILGHMAN,  JEROME LEANDER#TX#16#DEM#2018#0.857709869
GARCIA,  ENRIQUE MR.#TX#16#DEM#2018#0.857709869
CHAVEZ,  NORMA PRISCILLA MS.#TX#16#DEM#2018#0.857709869
ESCOBAR,  VERONICA#TX#16#DEM#2018#0.857709869
GRUBBS,  MACKENZIE#TX#16#LIB#2018#0.099337134
CARRILLO,  JOHN RENE#TX#16#DEM#2018#0.857709869
GARCIA-URESTE,  ALIA#TX#16#REP#2018#0
WILLIAMS,  SAMUEL LEE JR#TX#16#IND#2018#0
STURM,  SCOTT 1974#TX#17#DEM#2018#0.352178275
KENNEDY,  RICHARD#TX#17#DEM#2018#0.352178275
MANTEY,  DALE S#TX#17#DEM#2018#0.352178275
CHURCHMAN,  PETER#TX#17#LIB#2018#0.039499335
BECKER,  NICHOLAS#TX#17#LIB#2018#0.039499335
FLORES,  BILL#TX#17#REP#2018#0.60832239
PETERKA,  JESSICA LEE#TX#18#IND#2018#0
PATE,  AVA#TX#18#REP#2018#0.236493574
LEE,  SHEILA JACKSON#TX#18#DEM#2018#0.734890743
BARTLEY,  LORI ANITA MRS.#TX#18#IND#2018#0
BATISTE,  DONALD MR#TX#18#DEM#2018#0.734890743
JOHNSON,  RICHARD#TX#18#DEM#2018#0.734890743
SPENCER,  LUKE#TX#18#LIB#2018#0
EPSTEIN,  DANIEL JACOB#TX#19#DEM#2018#0
ARRINGTON,  JODEY COOK#TX#19#REP#2018#0.866555052
LEVARIO,  MIGUEL ANTONIO MR. PHD#TX#19#DEM#2018#0
BLUNT,  JEFFREY C.#TX#20#LIB#2018#0.154777777
IDROGO,  MICHAEL#TX#20#LIB#2018#0.154777777
CASTRO,  JOAQUIN#TX#20#DEM#2018#0.797391128
PENA,  CHUCK#TX#20#LIB#2018#0.154777777
HOSTETLER,  ROBERT STEVEN#TX#20#NNE#2018#0
CROWE,  DERRICK CHAD MR.#TX#21#DEM#2018#0.364099112
WILSON,  MARY E#TX#21#DEM#2018#0.364099112
POTEET,  ALONZO MARCUS MR. III#TX#21#REP#2018#0.570496966
KOPSER,  JOSEPH#TX#21#DEM#2018#0.364099112
HAGEN,  FOSTER#TX#21#REP#2018#0.570496966
ANDARZA,  IVAN ARTURO#TX#21#REP#2018#0.570496966
LOEWE,  MARK#TX#21#LIB#2018#0.041403517
ROBINSON,  GIL#TX#21#LIB#2018#0.041403517
SANTOS,  LEE#TX#21#LIB#2018#0.041403517
BURKHART,  ERIC BRADLEY MR.#TX#21#REP#2018#0.570496966
NEGLEY,  WILLIAM W.#TX#21#REP#2018#0.570496966
ISAAC,  JASON#TX#21#REP#2018#0.570496966
ROY,  CHIP#TX#21#REP#2018#0.570496966
SARVER,  JENIFER#TX#21#REP#2018#0.570496966
MCCALL,  BRIAN MATTHEW#TX#21#REP#2018#0.570496966
CANSECO,  FRANCISCO 'QUICO'#TX#21#REP#2018#0.570496966
STOVALL,  ROBERT#TX#21#REP#2018#0.570496966
TURULLOLS-BONILLA,  RICARDO MR#TX#21#UN#2018#0
