Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year
HAFNER, ERIC,OR,3,DEM,2018
BARNETT, CHARLES RAND,OR,3,DEM,2018
HARRISON, THOMAS S IV,OR,3,REP,2018
MARSH, MICHAEL PAUL,OR,3,OTH,2018
WALKER, DAVID,OR,3,IND,2018
LAVINE, BEN,OR,3,DEM,2018
KOLLER, MARC W,OR,3,IND,2018
DEFAZIO, PETER A,OR,4,DEM,2018
PERKINS, JO RAE,OR,4,REP,2018
BOICE, COURT,OR,4,REP,2018
ARCANGEL, DANIEL R,OR,4,DEM,2018
ROBINSON, ART DR.,OR,4,REP,2018
BEILSTEIN, MICHAEL ALLAN,OR,4,OTH,2018
POLEN, MICHAEL,OR,4,REP,2018
STREK, STEFAN G,OR,4,REP,2018
SCHRADER, KURT,OR,5,DEM,2018
NATIONS, JOEY,OR,5,REP,2018
CALLAHAN, MARK ALLEN,OR,5,REP,2018
SOUZA, DANIEL K,OR,5,LIB,2018
SANDNESS, MARVIN J,OR,5,OTH,2018
WRIGHT, PETER,OR,5,DEM,2018
REYNOLDS, ROBERT L,OR,5,REP,2018
BROCK, RUEBEN,PA,0,DEM,2018
FITZPATRICK, BRIAN,PA,1,REP,2018
WALLACE, HENRY SCOTT,PA,1,DEM,2018
MALIK, DEAN H MR,PA,1,REP,2018
AHMAD, NILOFER NINA,PA,1,DEM,2018
REDDICK, RACHEL,PA,1,DEM,2018
BACHER, STEVE,PA,1,DEM,2018
MIHALEK, VALERIE L,PA,1,REP,2018
LAWRENCE, MICHELE,PA,2,DEM,2018
GREEN, BILL,PA,2,DEM,2018
BOYLE, BRENDAN F,PA,2,DEM,2018
TORRES, DAVID,PA,2,REP,2018
SKIBO, BRIAN,PA,3,DEM,2018
EVANS, DWIGHT,PA,3,DEM,2018
JOHNSON, KEVIN RAE MILES,PA,3,DEM,2018
SINGLETARY, WILLIE FLOYD,PA,3,DEM,2018
LEIB, BRYAN,PA,3,REP,2018
DEAN, MADELEINE,PA,4,DEM,2018
GOODMAN, SHIRA MS.,PA,4,DEM,2018
DAVID, DAN,PA,4,REP,2018
HOEFFEL, JOSEPH,PA,4,DEM,2018
LUDMIR, DANIEL,PA,4,DEM,2018
CORBIN-JOHNSON, SHAVONNIA,PA,4,DEM,2018
DALEY, MARY JO,PA,4,DEM,2018
CHAUNCEY, SHELLY WILSON,PA,5,DEM,2018
LUNKENHEIMER, ASHLEY,PA,5,DEM,2018
SCANLON, MARY GAY,PA,5,DEM,2018
BILLIE, JOSEPH MICHAEL,PA,5,REP,2018
BOYLE, DANIEL,PA,5,DEM,2018
LI, LINDY,PA,5,DEM,2018
ARATA, LARRY V MR. III,PA,5,DEM,2018
EBLE, JULIA ELLEN 6105589771,PA,5,DEM,2018
BALCHUNIS, MARY ELLEN,PA,5,DEM,2018
LAZER, RICH,PA,5,DEM,2018
SHEEHAN, MOLLY,PA,5,DEM,2018
WERTIME, DAVID,PA,5,DEM,2018
KIM, PEARL,PA,5,REP,2018
BADEY, GEORGE J. III,PA,5,DEM,2018
MUROFF, DANIEL,PA,5,DEM,2018
TAYLOR, KERITH STRANO,PA,5,DEM,2018
DAVIDSON, MARGO,PA,5,DEM,2018
KIRKLAND, THADDEUS,PA,5,DEM,2018
ADDIS, PAUL DAVID,PA,5,REP,2018
MCCAULEY, GREGORY MICHAEL,PA,6,REP,2018
HOULAHAN, CHRISSY,PA,6,DEM,2018
MASTERS, PAUL MICHAEL DREXEL UNI JR,PA,6,REP,2018
MORO, ELIZABETH RHEIN,PA,6,DEM,2018
SILIFIES, TIM,PA,7,LIB,2018
EDWARDS, GREG,PA,7,DEM,2018
NOTHSTEIN, MARTY MR.,PA,7,REP,2018
RUGGLES, ROGER WILLIAM DR.,PA,7,DEM,2018
CRAIG, CHRISTINE E,PA,7,DEM,2018
MORGANELLI, JOHN,PA,7,DEM,2018
LEACH, DAYLIN B,PA,7,DEM,2018
PERRY, PAUL-DAVID II,PA,7,DEM,2018
POZOS, CLARE PUTNAM,PA,7,REP,2018
BROWNING, DEAN,PA,7,REP,2018
VITALI, GREG,PA,7,DEM,2018
SALAS, SANDRA TERESA,PA,7,LIB,2018
WEIDMAN, DAVID WILLIAM,PA,7,DEM,2018
WRIGHT, THERESA,PA,7,DEM,2018
CLARK, DAVID,PA,7,DEM,2018
MCGINTY, JOHN,PA,7,DEM,2018
DAUGHERTY, RICHARD D,PA,7,DEM,2018
JOHNSTON, BRIANNA,PA,7,GRE,2018
CHRIN, JOHN R,PA,8,REP,2018
MALIK, DEAN,PA,8,REP,2018
KUNIEGEL, ROBERT JOSEPH,PA,8,REP,2018
CARTWRIGHT, MATT,PA,8,DEM,2018
PETERS, JOE,PA,8,REP,2018
WOLFF, DENNY,PA,9,DEM,2018
UEHLINGER, SCOTT,PA,9,REP,2018
WEGMAN, GARY,PA,9,DEM,2018
OAKES, KEVIN,PA,9,NPA,2018
MERRILL, MAXIMILIAN,PA,9,REP,2018
MEUSER, DANIEL,PA,9,REP,2018
HALCOVAGE, GEORGE F. JR.,PA,9,REP,2018
QUICK, LAURA,PA,9,DEM,2018
REED, DAVE,PA,9,REP,2018
PERRY, SCOTT,PA,10,REP,2018
SCOTT, GEORGE,PA,10,DEM,2018
FEIGL-DING, ERIC,PA,10,DEM,2018
STILP, GENE,PA,10,DEM,2018
HARTMAN, CHRISTINA M,PA,10,DEM,2018
KEELER, JONATHAN DAVID MR.,PA,10,DEM,2018
HERSCHEL, JUDITH L,PA,10,DEM,2018
HOWE, ROBERT ALAN,PA,10,DEM,2018
MCDADE, MARK PETER,PA,10,DEM,2018
SMUCKER, LLOYD K.,PA,11,REP,2018
LEWIS, ANDREW,PA,11,REP,2018
KING, JESSICA,PA,11,DEM,2018
SHECKTOR, ANDREW,PA,11,REP,2018
LASALA, MICHAEL THOMAS MR.,PA,11,IND,2018
BEILER, CHET,PA,11,REP,2018
FRIEDENBERG, MARC,PA,12,DEM,2018
MARINO, THOMAS ANTHONY,PA,12,REP,2018
STOLZ, JOHN,PA,12,DEM,2018
MCLINKO, DOUG,PA,12,REP,2018
ANTHONY, AARON,PA,12,DEM,2018
KAIRNES, GERALD JAMES,PA,12,IND,2018
BLOOM, STEPHEN,PA,13,REP,2018
HART, KRISTOPHER,PA,13,REP,2018
EICHELBERGER, JOHN H. JR.,PA,13,REP,2018
OTTAWAY, BRENT M,PA,13,DEM,2018
SCHOOLEY, TRAVIS,PA,13,REP,2018
FAUST, GREGORY,PA,13,LIB,2018
HORNBERGER, BENJAMIN,PA,13,REP,2018
MASTRIANO, DOUGLAS PH.D. COL PH.D,PA,13,REP,2018
JOYCE, JOHN,PA,13,REP,2018
WASHABAUGH, BERNARD II,PA,13,REP,2018
HALVORSON, ARTHUR L,PA,13,REP,2018
SACCONE, RICK,PA,14,REP,2018
SOLOMON, ROBERT,PA,14,DEM,2018
RESCHENTHALER, GUY MR.,PA,14,REP,2018
BOERIO, BIBIANA,PA,14,DEM,2018
PRIGG, THOMAS LEE,PA,14,DEM,2018
SEDLOCK, ADAM C JR,PA,14,DEM,2018
LEINER, WILLIAM JR.,PA,15,DEM,2018
PRIES, MICHAEL H,PA,15,REP,2018
THOMPSON, GLENN,PA,15,REP,2018
BOSER, SUSAN,PA,15,DEM,2018
COLLICA, CHIP,PA,15,NPA,2018
MACKENZIE, RYAN EDWARD,PA,15,REP,2018
WILD, SUSAN,PA,15,DEM,2018
SIMMONS, JUSTIN JAY,PA,15,REP,2018
JODUN, WADE,PA,15,DEM,2018
MULTARI, ROBERT DR.,PA,16,DEM,2018
KELLY, GEORGE J JR,PA,16,REP,2018
RIEGER, CHRIS,PA,16,DEM,2018
DINICOLA, RONALD A. MR.,PA,16,DEM,2018
GEORGE, JOHN,PA,16,DEM,2018
BEEMAN, EBERT GORDAN,PA,16,LIB,2018
KELLY, MIKE,PA,16,REP,2018
LAMB, CONOR,PA,17,DEM,2018
TARASI, ELIZABETH M,PA,17,DEM,2018
ROTHFUS, KEITH MR.,PA,17,REP,2018
LINSENMAYER, RAYMOND,PA,17,DEM,2018
ORTITAY, JASON A,PA,18,REP,2018
WARD, KIM,PA,18,REP,2018
MACK, KIMBERLY,PA,18,GOP,2018
IOVINO, PAMELA M,PA,18,DEM,2018
BROOKS, JANIS C DR,PA,18,DEM,2018
CROSSEY, MICHAEL J,PA,18,DEM,2018
DOYLE, MICHAEL,PA,18,DEM,2018
CERILLI, GINA DOMENICA,PA,18,DEM,2018
KARPACS, GEORGE A,PA,18,REP,2018
BROOKS, JANIS C REV DR,PA,18,DEM,2018
MILLER, DREW GRAY,PA,18,LIB,2018
WEISS, RYAN,PA,53,REP,2018
WYSOCKI, FREDERICK J,RI,1,REP,2018
YOUNG, CHRISTOPHER F.,RI,1,DEM,2018
DONOVAN, PATRICK J,RI,1,REP,2018
CICILLINE, DAVID N,RI,1,DEM,2018
CAIOZZO, SALVATORE,RI,2,REP,2018
LANGEVIN, JAMES R. HONORABLE,RI,2,DEM,2018
FIENNING, TED,SC,1,REP,2018
CUNNINGHAM, JOE,SC,1,DEM,2018
CHERNY, DIMITRI,SC,1,REP,2018
PEREZ, THOMAS STAUFFER,SC,1,REP,2018
ARRINGTON, KATHERINE ELIZABETH,SC,1,REP,2018
SANFORD, MARSHALL C. HON.,SC,1,REP,2018
SMITH, TOBY,SC,1,DEM,2018
FRASIER, BENJAMIN JR,SC,1,DEM,2018
WILSON, JOE THE HON.,SC,2,REP,2018
CARRIGAN, SEAN J MR.,SC,2,DEM,2018
ROBERTSON, ANNABELLE,SC,2,DEM,2018
BLACK, PHILIP H,SC,2,DEM,2018
NARANG, SONNY,SC,2,OTH,2018
GEREN, MARY SMITH,SC,3,DEM,2018
CLEVELAND, HOSEA N,SC,3,DEM,2018
MOORE, DAVE,SC,3,OTH,2018
DUNCAN, JEFFREY D MR.,SC,3,REP,2018
BELL, BARRY,SC,4,REP,2018
RUFF, JONATHAN ALAN,SC,4,REP,2018
CHASTAIN, CHRISTOPHER NEIL,SC,4,DEM,2018
BROWN, JORDAN,SC,4,REP,2018
GRABEN, ERIC KNOX,SC,4,DEM,2018
DAVIS, JOHN TIMOTHY,SC,4,DEM,2018
BURNS, MARK,SC,4,REP,2018
KIMBRELL, JOSHUA BRETT,SC,4,REP,2018
TURNER, D LEE,SC,4,DEM,2018
BROWN, BRANDON PENDARVIS,SC,4,DEM,2018
MCCORKLE, WILLIAM,SC,4,REP,2018
EPLEY, JAMES,SC,4,REP,2018
PIERCE, DONNA SHANNON,SC,4,REP,2018
MOSSER, JOHN MARSHALL,SC,4,REP,2018
BROWN, STEPHEN H MR,SC,4,REP,2018
MORIN, WILLIAM C III,SC,4,DEM,2018
TIMMONS, WILLIAM R. IV,SC,4,REP,2018
HAMILTON, DANIEL KELLER WIL,SC,4,REP,2018
SANDERS, JUSTIN DAVID MR.,SC,4,REP,2018
ALBERT, DAN,SC,4,REP,2018
SCHMID, CLAUDE MR.,SC,4,REP,2018
FURAY, GUY V MR.,SC,4,AMP,2018
BRIGHT, LEE,SC,4,REP,2018
MURPHY, LES,SC,5,DEM,2018
LOUGH, STEPHEN HARRISON,SC,5,DEM,2018
BLESDOE DVM, WILLIAM D,SC,5,REP,2018
KULMA, DAVID,SC,5,GRE,2018
WAMPLER, KRIS ANDREW,SC,5,REP,2018
COOPER, N,SC,5,LIB,2018
KOCHER, VICTOR,SC,5,LIB,2018
CRAIG, RAY,SC,5,REP,2018
BLEDSOE D.V.M., WILLIAM D,SC,5,REP,2018
TAYLOR, CHRIS,SC,5,REP,2018
POPE, TOMMY,SC,5,REP,2018
MULLIKIN, TOM,SC,5,REP,2018
NORMAN, RALPH W. JR.,SC,5,REP,2018
FEW, SHERI LOU MRS.,SC,5,REP,2018
THORNTON, JOSH,SC,5,OTH,2018
CONNELLY, CHAD,SC,5,REP,2018
PARNELL, ARCHIE,SC,5,DEM,2018
MOORE, SIDNEY,SC,5,DEM,2018
CHANDLER, MICHAEL,SC,5,CON,2018
FRANK, ALEXIS,SC,5,DEM,2018
ALI, MARK ANTHONY,SC,5,DEM,2018
CLYBURN, JAMES E.,SC,6,DEM,2018
PUGH, BRYAN,SC,6,GRE,2018
GRESSMANN, GERHARD RALF REV,SC,6,REP,2018
HOPKINS, WILLIAM E. JR.,SC,7,DEM,2018
HAMMOND, LARRY GUY,SC,7,REP,2018
RAY, JOHNNY ALLEN,SC,7,REP,2018
WARD, JOHN,SC,7,REP,2018
JAMES, JON,SC,7,REP,2018
HYMAN, MAL,SC,7,DEM,2018
RICE, TOM,SC,7,REP,2018
WILLIAMS, ROBERT,SC,7,DEM,2018
WITHINGTON, RICHARD B  ''DICK'',SC,7,OTH,2018
FISCHER, BRUCE DR.,SC,7,DEM,2018
TERRELL, ERIC BRAND NEW,SD,0,REP,2018
HENDRICKSON, GEORGE,SD,0,LIB,2018
TAPIO, NEAL,SD,0,REP,2018
KREBS, SHANTEL,SD,0,REP,2018
JOHNSON, DUSTY,SD,0,REP,2018
BJORKMAN, TIMOTHY W MR.,SD,0,DEM,2018
MARTIAN, CHRISTOPHER JAMES,SD,0,DEM,2018
WIECZOREK, RONALD LEE,SD,0,IND,2018
MCKINLEY, TODD ALLEN,TN,1,REP,2018
OLSEN, MARTIN,TN,1,DEM,2018
ROE, DAVID PHILLIP DR.,TN,1,REP,2018
SALYER, MICHAEL D.,TN,1,IND,2018
BROOKS, JAMES,TN,1,REP,2018
BANYAS, MICKIE LOU,TN,1,REP,2018
FULLINGTON, BRAD,TN,2,REP,2018
STANSBERRY, CLIFFORD DAVID MR.,TN,2,REP,2018
MATLOCK, JAMES LLOYD,TN,2,REP,2018
HOYOS, RENEE,TN,2,DEM,2018
WHITMIRE, MARC,TN,2,IND,2018
SAGLIANO, VITO ANTHONY MR.,TN,2,REP,2018
BURCHETT, TIM,TN,2,REP,2018
EMERT, JASON,TN,2,REP,2018
GROSS, KENNETH WAYNE MR.,TN,2,REP,2018
GROSS, KENENTH WAYNE MR.,TN,2,REP,2018
WILLIAMS, JOSHUA DR,TN,2,DEM,2018
NICKLOES, SARAH ASHLEY,TN,2,REP,2018
SCHENKENFELDER, JOSEPH WILLIAM,TN,2,DEM,2018
GRUNAU, JEFFREY A,TN,2,IND,2018
LATORRE, KEITH A,TN,2,IND,2018
HAMBLIN, HANK,TN,2,REP,2018
MCSTAY, JOHN DR,TN,2,DEM,2018
SAMPLES, WILLIAM,TN,2,IND,2018
SHEVLIN, HAROLD ELWOOD,TN,3,DEM,2018
FLEISCHMANN, CHARLES J,TN,3,REP,2018
MASSENGALE, JEREMY MR.,TN,3,REP,2018
MITCHELL, DANIELLE DR.,TN,3,DEM,2018
SPURLOCK, WILLIAM E SR.,TN,3,REP,2018
MADDUX, DAVID JACKSON,TN,4,REP,2018
HALE, CHRISTOPHER JOLLY,TN,4,DEM,2018
PHILLIPS, MARIAH NICOLE,TN,4,DEM,2018
TYLER, RICK,TN,4,IND,2018
SHUPE, MICHAEL,TN,4,IND,2018
DESJARLAIS, SCOTT HON.,TN,4,REP,2018
REYNOLDS, STEVEN DOYLE,TN,4,DEM,2018
STEELE, RUSSELL WAYNE MR.,TN,4,IND,2018
WEAVER, MARSHAL,TN,5,W,2018
ALLISON, CHAZ ANTHONY,TN,5,REP,2018
BALL, JODY,TN,5,REP,2018
DEAN, GLEN MR,TN,5,REP,2018
COOPER, JAMES H.S.,TN,5,DEM,2018
BRANDON, STEPHEN,TN,6,DEM,2018
WINEINGER, MERRILEE,TN,6,DEM,2018
BARLOW, DAWN,TN,6,DEM,2018
DUNN, LLOYD 1981,TN,6,IND,2018
CORLEW, BOB,TN,6,REP,2018
ROSE, JOHN W.,TN,6,REP,2018
MONDAY, CHRISTOPHER BRIAN,TN,6,REP,2018
VIVIO, LAVERN,TN,6,REP,2018
HEFFERNAN, PETER,TN,6,DEM,2018
ROSS, DAVID,TN,6,IND,2018
FINLEY, CHRISTOPHER MARTIN,TN,6,DEM,2018
MATHENY, JUDD,TN,6,REP,2018
KANEW, JUSTIN,TN,7,DEM,2018
GREEN, MARK DR.,TN,7,REP,2018
MILLER, LEE THOMAS,TN,7,REP,2018
LADNER, LEONARD (LARRY) D.,TN,7,IND,2018
LEGENDRE, BRENT,TN,7,IND,2018
REEL, MATT,TN,7,DEM,2018
PENFOLD, JOSHUA,TN,7,DEM,2018
STOTTS-PEARSON, ERIKA,TN,8,DEM,2018
FLINN, GEORGE S DR JR,TN,8,REP,2018
HART, JAMES,TN,8,IND,2018
KUSTOFF, DAVID,TN,8,REP,2018
BOATNER, JOHN BURKE JR,TN,8,DEM,2018
OWENS, COLLEEN,TN,8,REP,2018
MANTANONA, NICHOLAS BRENT MR.,TN,9,IND,2018
SMITH, KASANDRA LEE,TN,9,DEM,2018
BERGMANN, CHARLOTTE,TN,9,REP,2018
COHEN, STEPHEN IRA,TN,9,DEM,2018
RICHMOND, ISAAC,TN,9,DEM,2018
AWGOWHAT, LEO,TN,9,IND,2018
CULLER, ANTHONY PATRICK,TX,1,REP,2018
GOHMERT, LOUIS B. MR. JR.,TX,1,REP,2018
ROWJEE, ROSHIN,TX,1,REP,2018
CALLAWAY, JEFF,TX,1,LIB,2018
BEAL, BRENT,TX,1,DEM,2018
MCKELLAR, SHIRLEY JONETTA  DR,TX,1,DEM,2018
BRYAN, PAT,TX,2,DEM,2018
KHORASANI, ALI,TX,2,DEM,2018
WALL, KATHALEEN MRS.,TX,2,REP,2018
GUNNELS, PATRICK,TX,2,LIB,2018
KONG, JAMES,TX,2,LIB,2018
PALMER, MICHAEL WAYNE MR.,TX,2,REP,2018
WALKER, RICK,TX,2,REP,2018
CRENSHAW, DANIEL,TX,2,UNK,2018
CUBBLER, SCOTT RALSTON MR.,TX,2,IND,2018
BALAT, DAVID,TX,2,REP,2018
GRAF, JAMES ANDREW,TX,2,DEM,2018
GIANUKOS, NIKOLUS DIMITRY,TX,2,DEM,2018
PARVIZIAN, HAMID,TX,2,DEM,2018
LITTON, TODD CATLETT,TX,2,DEM,2018
JONES, JIMMY DARNELL,TX,2,DEM,2018
SPIERS, JON P DR,TX,2,REP,2018
HAVENS, JONATHAN MR.,TX,2,REP,2018
ROBERTS, KEVIN,TX,2,REP,2018
WHITTAKER, MALCOLM EDWIN MR.,TX,2,REP,2018
MALIK, SILKY,TX,2,DEM,2018
LURIE, JUSTIN LEONARD,TX,2,REP,2018
CLAYTOR, CHRISTOPHER J.,TX,3,LIB,2018
JAMESON, SCOTT,TX,3,LIB,2018
BELL, ADAM CLR NATION,TX,3,DEM,2018
TAYLOR, NICHOLAS V.,TX,3,REP,2018
MASON, ROBERT CARTER,TX,3,IND,2018
YHAP, MEDRICK,TX,3,DEM,2018
DONKERVOET, ALEX,TX,3,REP,2018
BARONE, ROGER RICHARD MR.,TX,3,IND,2018
BURCH, LORIE LOUISE,TX,3,DEM,2018
JOHNSON, SAMUEL H.,TX,3,DEM,2018
NIEDERKORN, DAVID,TX,3,REP,2018
ASHBY, KEN,TX,4,LIB,2018
RODRIGUEZ, DARRELL ALLEN,TX,4,DEM,2018
DANIELS, SHOLDON MR.,TX,4,REP,2018
BETHEL JR, LANDER LOUIS,TX,4,DEM,2018
KRANTZ, CATHERINE,TX,4,DEM,2018
RATCLIFFE, JOHN L,TX,4,REP,2018
COOPER, JOHN,TX,4,REP,2018
GOODEN, LANCE,TX,5,REP,2018
DEEN, SAM ALAN,TX,5,REP,2018
LEDER, BEN,TX,5,LIB,2018
WILLIAMS, DAVID STUART,TX,5,REP,2018
LINGERFELT, CHARLES B,TX,5,REP,2018
BRUNNER, EARL,TX,5,REP,2018
SHEETS, KENNETH,TX,5,REP,2018
WOOD, DANNY EUGENE JR,TX,5,DEM,2018
CAMPBELL, DANIEL C MR.,TX,5,REP,2018
POUNDS, BUNNI,TX,5,REP,2018
WRIGHT, JASON,TX,5,REP,2018
SANCHEZ, JANA LYNNE MS,TX,6,DEM,2018
HARBER, JASON ALLEN,TX,6,LIB,2018
HASSELL, MEL,TX,6,REP,2018
MITCHELL, MARK,TX,6,REP,2018
MIZHER, ADRIAN,TX,6,REP,2018
WALKER, CRAIG,TX,6,REP,2018
GAGLIARDI, DEBORAH,TX,6,REP,2018
MITCHELL, MONTE MARK DR.,TX,6,REP,2018
WRIGHT, RON,TX,6,REP,2018
ELLZEY, JOHN KEVIN,TX,6,REP,2018
DANDRIDGE, JACQUES MR. JR,TX,6,REP,2018
DILLINGHAM, THOMAS,TX,6,REP,2018
HARRISON, KEVIN,TX,6,REP,2018
RATTERREE, TROY,TX,6,REP,2018
COPE, KENNETH CLIFFORD MR. JR.,TX,6,REP,2018
DUBBERLY, SHANNON MICHAEL,TX,6,REP,2018
SHOCKLEE, LEVII,TX,6,DEM,2018
ADAIR, GLENN DAREN MR. N/A,TX,6,LIB,2018
DUNCAN, JOHN WESLEY,TX,6,DEM,2018
SNIDER, JUSTIN WAYNE,TX,6,DEM,2018
WOOLRIDGE, RUBY FAYE MS.,TX,6,DEM,2018
WESTIN, JASON,TX,7,DEM,2018
SANCHEZ, IVAN,TX,7,DEM,2018
 ZIEGLER, EDWARD RAY,TX,7,REP,2018
KERNER, DEBRA,TX,7,DEM,2018
CULBERSON, JOHN,TX,7,REP,2018
MOSER, LAURA,TX,7,DEM,2018
FLETCHER, ELIZABETH,TX,7,DEM,2018
CARGAS, JAMES P,TX,7,DEM,2018
TRIANTAPHYLLIS, ALEXANDER,TX,7,DEM,2018
BUTLER, JOSHUA A,TX,7,DEM,2018
RICKER, SEAN STEWARD,TX,8,REP,2018
BRADY, KEVIN,TX,8,REP,2018
AGUIN, BERT,TX,8,LIB,2018
DUNCAN, CHRIS,TX,8,LIB,2018
CANTU, JAMES,TX,8,REP,2018
DAVID, STEVEN,TX,8,DEM,2018
GREEN, ALEXANDER,TX,9,DEM,2018
KURTZ, PHIL,TX,9,LIB,2018
HERNANDEZ, CHRISTIAN,TX,9,DEM,2018
HERNANDEZ, BENJAMIN,TX,9,IND,2018
ROGERS, LAKESHA DONYEIL,TX,9,IND,2018
DEGROW, RICHIE,TX,10,DEM,2018
EDEN, MADELINE KATHERINE,TX,10,DEM,2018
HARRIS, MATT,TX,10,DEM,2018
NELSON, KEVIN,TX,10,DEM,2018
CADIEN, TAWANA W.,TX,10,DEM,2018
MCCAUL, MICHAEL,TX,10,REP,2018
RYAN, MIKE,TX,10,LIB,2018
KELSEY, BILL,TX,10,LIB,2018
SIEGEL, MICHAEL,TX,10,DEM,2018
WALKER, TAMI LEANE,TX,10,DEM,2018
WALKER-CADIEN, TAWANDA,TX,10,DEM,2018
COOK, JOHN W,TX,10,REP,2018
STONE, RYAN HENRY,TX,10,DEM,2018
CASAS, MASON,TX,11,DEM,2018
CONAWAY, MICHAEL HONORABLE,TX,11,REP,2018
LEEDER, VIRGINIA LOUISE,TX,11,DEM,2018
BETTS, WILLIAMQ B MD, LTC,TX,11,REP,2018
SMITH, RHETT R,TX,11,LIB,2018
LANDHOLT, NICHOLAS,TX,11,LIB,2018
PFALZGRAF, ERIC BRANDON,TX,11,DEM,2018
MYERS, THOMAS PAUL,TX,11,REP,2018
ADIA, VANESSA MICHELLE,TX,12,DEM,2018
GRANGER, KAY,TX,12,REP,2018
WOOLUM, ALBERT E,TX,12,DEM,2018
LEDDY, JACOB,TX,12,LIB,2018
SAGAN, GREGORY T. MR.,TX,13,DEM,2018
THORNBERRY, MAC,TX,13,REP,2018
DEWEESE, CALVIN,TX,13,LIB,2018
WEBER, RANDY,TX,14,REP,2018
BELL, ADRIENNE,TX,14,DEM,2018
TYLKA, LAWRENCE MICHAEL,TX,14,DEM,2018
BARNES, LEVY Q DR. JR.,TX,14,DEM,2018
CONLEY, DONALD EUGENE MR III,TX,14,LIB,2018
CASEY, KEITH,TX,14,REP,2018
SARGENT, WILLIAM KEDZIE ,TX,14,REP,2018
BRUEGGEMANN, DALE MR.,TX,15,REP,2018
GONZALEZ, VICENTE,TX,15,DEM,2018
CRISTO, ANTHONY,TX,15,LIB,2018
LEONE, ROSS LYNN,TX,15,LIB,2018
WESTLEY, TIMMY LEE,TX,15,REP,2018
LECLAIRE, NICOLE JENAE,TX,16,DEM,2018
FENENBOCK, DORI,TX,16,DEM,2018
SEEBERGER, RICK,TX,16,REC,2018
TILGHMAN, JEROME LEANDER,TX,16,DEM,2018
GARCIA, ENRIQUE MR.,TX,16,DEM,2018
CHAVEZ, NORMA PRISCILLA MS.,TX,16,DEM,2018
ESCOBAR, VERONICA,TX,16,DEM,2018
GRUBBS, MACKENZIE,TX,16,LIB,2018
CARRILLO, JOHN RENE,TX,16,DEM,2018
GARCIA-URESTE, ALIA,TX,16,REP,2018
WILLIAMS, SAMUEL LEE JR,TX,16,IND,2018
STURM, SCOTT 1974,TX,17,DEM,2018
KENNEDY, RICHARD,TX,17,DEM,2018
MANTEY, DALE S,TX,17,DEM,2018
CHURCHMAN, PETER,TX,17,LIB,2018
BECKER, NICHOLAS,TX,17,LIB,2018
FLORES, BILL,TX,17,REP,2018
PETERKA, JESSICA LEE,TX,18,IND,2018
PATE, AVA,TX,18,REP,2018
LEE, SHEILA JACKSON,TX,18,DEM,2018
BARTLEY, LORI ANITA MRS.,TX,18,IND,2018
BATISTE, DONALD MR,TX,18,DEM,2018
JOHNSON, RICHARD,TX,18,DEM,2018
SPENCER, LUKE,TX,18,LIB,2018
EPSTEIN, DANIEL JACOB,TX,19,DEM,2018
ARRINGTON, JODEY COOK,TX,19,REP,2018
LEVARIO, MIGUEL ANTONIO MR. PHD,TX,19,DEM,2018
BLUNT, JEFFREY C.,TX,20,LIB,2018
IDROGO, MICHAEL,TX,20,LIB,2018
CASTRO, JOAQUIN,TX,20,DEM,2018
PENA, CHUCK,TX,20,LIB,2018
HOSTETLER, ROBERT STEVEN,TX,20,NNE,2018
CROWE, DERRICK CHAD MR.,TX,21,DEM,2018
WILSON, MARY E,TX,21,DEM,2018
POTEET, ALONZO MARCUS MR. III,TX,21,REP,2018
KOPSER, JOSEPH,TX,21,DEM,2018
HAGEN, FOSTER,TX,21,REP,2018
ANDARZA, IVAN ARTURO,TX,21,REP,2018
LOEWE, MARK,TX,21,LIB,2018
ROBINSON, GIL,TX,21,LIB,2018
SANTOS, LEE,TX,21,LIB,2018
BURKHART, ERIC BRADLEY MR.,TX,21,REP,2018
NEGLEY, WILLIAM W.,TX,21,REP,2018
ISAAC, JASON,TX,21,REP,2018
ROY, CHIP,TX,21,REP,2018
SARVER, JENIFER,TX,21,REP,2018
MCCALL, BRIAN MATTHEW,TX,21,REP,2018
CANSECO, FRANCISCO 'QUICO',TX,21,REP,2018
STOVALL, ROBERT,TX,21,REP,2018
TURULLOLS-BONILLA, RICARDO MR,TX,21,UN,2018
WAKELY, THOMAS MR.,TX,21,DEM,2018
PRUITT, AUTRY,TX,21,REP,2018
WHITE, ANTHONY J,TX,21,REP,2018
MCFADDEN, ELLIOTT JAMES,TX,21,DEM,2018
TEMPLE, SAMUEL,TX,21,REP,2018
MELTON, RIXI,TX,21,DEM,2018
NARVAIZ, SUSAN,TX,21,REP,2018
KRAUSE, RYAN PATRICK,TX,21,REP,2018
WARDLAW, PEGGY,TX,21,REP,2018
GARZA, MAURO EVERETT MR.,TX,21,REP,2018
WILLIAMS, STEPHANIE MS.,TX,22,NNE,2018
BOWERS, HARRY,TX,22,REP,2018
BROWN II, STEPHEN KEITH,TX,22,DEM,2018
OLSON, PETER G.,TX,22,REP,2018
GIBSON, MARK,TX,22,DEM,2018
PLUMMER, LETITIA,TX,22,DEM,2018
SWENY, SARA KELLEN MRS.,TX,22,IND,2018
KULKARNI, SRI PRESTON,TX,22,DEM,2018
MCELLIGOTT, JOHN B.,TX,22,LIB,2018
