Bonner, Jo#AL#1#REP#2008#210660#1
PRETOT, JAKE#MD#2#DEM#2018#0#0
MATORY, LIZ#MD#2#REP#2018#0#0
CARNEY, MICHAEL#MD#2#LIB#2018#0#0
TOLAND, MITCHELL J MR.#MD#2#REP#2018#0#0
SEYFFERTH, ROBERT#MD#3#REP#2018#0#0
ROSAS, RAUL EDUARDO#MD#3#DEM#2018#0#0
SARBANES, JOHN P. MR.#MD#3#DEM#2018#0#0
EVANS, J.D.#MD#3#REP#2018#0#0
ANTHONY, CHARLES#MD#3#REP#2018#0#0
REA, JOHN#MD#3#DEM#2018#0#0
LASHAR, JAMES DAVID#MD#3#LIB#2018#0#0
ADAM DAVIDSON DEMARCO#MD#3#DEM#2018#0#0
BLACK, THEREASA MARIE#MD#4#DEM#2018#0#0
THERRIEN, DAVID#MD#4#REP#2018#0#0
BROWN, ANTHONY#MD#4#DEM#2018#0#0
BISHOP, DAVE#MD#4#LIB#2018#0#0
BISHOP, DAVID ANTHONY DARK HORSE#MD#4#LIB#2018#0#0
HOYER, STENY#MD#5#DEM#2018#0#0
RICE, JONATHON MARK#MD#5#REP#2018#0#0
PULCHER, JACOB#MD#5#LIB#2018#0#0
FRITZ, DENNIS L.#MD#5#DEM#2018#0#0
DEVINE, WILLIAM A., III#MD#5#REP#2018#0#0
ELDER, PATRICK J.#MD#5#GRE#2018#0#0
ROHRS, BRADLEY STEPHEN#MD#6#REP#2018#0#0
YEH, CHIN CHUAN#MD#6#UN#2018#0#0
FRICK, C. WILLIAM#MD#6#DEM#2018#0#0
GRAVES, CHRISTOPHER#MD#6#DEM#2018#0#0
LLOYD, LISA#MD#6#REP#2018#0#0
MOSSBURG, MATT MR.#MD#6#REP#2018#0#0
HOEBER, AMIE#MD#6#REP#2018#0#0
ATHEY, TED#MD#6#UN#2018#0#0
SCHWARTZ, PAUL KENNETH#MD#6#DEM#2018#0#0
CALDWELL, KEVIN TEROME MR#MD#6#LIB#2018#0#0
ELSASSER, KURT MARTIN MR II#MD#6#REP#2018#0#0
ENGLISH, GEORGE#MD#6#DEM#2018#0#0
GLUCK , GEORGE#MD#6#GRE#2018#0#0
HEARSEY, CHRIS#MD#6#DEM#2018#0#0
DUCK, ANDREW JAMES#MD#6#DEM#2018#0#0
MILLER, ARUNA#MD#6#DEM#2018#0#0
MANNO, ROGER#MD#6#DEM#2018#0#0
TRONE, DAVID#MD#6#DEM#2018#0#0
HASHIMI, NADIA DR#MD#6#DEM#2018#0#0
MOSER, JOHN#MD#7#DEM#2018#0#0
VAUGHN, CARROGAN R#MD#7#REP#2018#0#0
BLY, RAY#MD#7#REP#2018#0#0
PEARSON, MICHAEL TYRONE#MD#7#REP#2018#0#0
HARRIS, THOMAS E. 'PINKSTON'#MD#7#REP#2018#0#0
CARTER, ANTHONY SR.#MD#7#DEM#2018#0#0
NEWTON, WILLIAM#MD#7#REP#2018#0#0
SMITH, CHARLES U#MD#7#DEM#2018#0#0
STOKES, CHARLES#MD#7#DEM#2018#0#0
DAVIS, RICHMOND#MD#7#REP#2018#0#0
GRIGGS, DAVID R.#MD#7#LIB#2018#0#0
CUMMINGS, ELIJAH E#MD#7#DEM#2018#0#0
PAUL, UTAM#MD#8#DEM#2018#0#0
RASKIN, JAMIE#MD#8#DEM#2018#0#0
MATORY, LIZ#MD#8#REP#2018#0#0
WUNDER, JASEN#MD#8#LIB#2018#0#0
SPRING, SUMMER#MD#8#DEM#2018#0#0
COOPER, BRIDGETTE L.#MD#8#REP#2018#0#0
WALSH, JOHN#MD#8#REP#2018#0#0
WILLIAMS, VICTOR#MD#8#REP#2018#0#0
STANTON, ERIC#ME#1#REP#2018#0#0
PINGREE, CHELLIE M#ME#1#DEM#2018#0#0
HOLBROOK, MARK IRVING DR#ME#1#REP#2018#0#0
GROHMAN, MARTIN JAMES#ME#1#IND#2018#0#0
VANHELSING, DANIELLE RAVYN MS.#ME#2#UN#2018#0#0
CLEAVES, PHILIP J MR JR#ME#2#DEM#2018#0#0
ST. CLAIR, LUCAS#ME#2#DEM#2018#0#0
BEAR, HENRY JOHN#ME#2#GRE#2018#0#0
OLSON, CRAIG#ME#2#DEM#2018#0#0
GOLDEN, JARED#ME#2#DEM#2018#0#0
POLIQUIN, BRUCE L#ME#2#REP#2018#0#0
HOAR, WILL RAWLE SHERIDAN#ME#2#UN#2018#0#0
KRESGE, BRIAN PHILLIP MR#ME#2#LIB#2018#0#0
BOND, TIFFANY#ME#2#NON#2018#0#0
FULFORD, JONATHAN STEVEN#ME#2#DEM#2018#0#0
RICH, TIMOTHY A#ME#2#DEM#2018#0#0
FERGUSON, DANA ALAN#MI#1#DEM#2018#0#0
BERGMAN, JOHN#MI#1#REP#2018#0#0
BRADY, DWIGHT JOHN MR.#MI#1#DEM#2018#0#0
MORGAN, MATTHEW WADE#MI#1#DEM#2018#0#0
GRAESER, RONALD E.#MI#2#OTH#2018#0#0
HUIZENGA, WILLIAM P#MI#2#REP#2018#0#0
DAVIDSON, ROBERT MICHAEL DR#MI#2#DEM#2018#0#0
SCHILLER, NICHOLAS ADAM#MI#2#DEM#2018#0#0
GERRARD, THEODORE BROOKS#MI#3#OTH#2018#0#0
THOMAS, JEFFREY DANIEL#MI#3#DEM#2018#0#0
WOODEN, WELDON FREDERICK MR.#MI#3#DEM#2018#0#0
ALBRO, CATHERINE#MI#3#DEM#2018#0#0
AMASH, JUSTIN#MI#3#REP#2018#0#0
HALL, MATTHEW#MI#3#REP#2018#0#0
SMITH, DOUGLAS MARK MR. JR.#MI#3#IND#2018#0#0
HILLIARD, JEROME C#MI#4#DEM#2018#0#0
ADAMS, DION#MI#4#DEM#2018#0#0
MOOLENAAR, JOHN MR.#MI#4#REP#2018#0#0
BIGNELL, MARK#MI#4#DEM#2018#0#0
KOZICKI, ZIGMOND A#MI#4#DEM#2018#0#0
KILDEE, DANIEL T.#MI#5#DEM#2018#0#0
WINES, TRAVIS RYAN#MI#5#REP#2018#0#0
EICHHOLZ, RICH#MI#6#DEM#2018#0#0
CLEMENTS, PAUL COLIN#MI#6#DEM#2018#0#0
UPTON, FREDERICK STEPHEN#MI#6#REP#2018#0#0
BENAC, DAVID T DR II#MI#6#DEM#2018#0#0
FRANKLIN, GEORGE#MI#6#DEM#2018#0#0
LONGJOHN, MATT#MI#6#DEM#2018#0#0
GRAY, AIDA ESTRADA#MI#6#DEM#2018#0#0
GARROD, EPONINE ELIZABETH#MI#6#DEM#2018#0#0
FRIDAY, STEVEN#MI#7#DEM#2018#0#0
WALBERG, TIMOTHY L REP#MI#7#REP#2018#0#0
DRISKELL, GRETCHEN#MI#7#DEM#2018#0#0
BISHOP, MIKE#MI#8#REP#2018#0#0
SMITH, CHRISTOPHER E.#MI#8#DEM#2018#0#0
KUMAR, LOKESH#MI#8#REP#2018#0#0
DOMANIK, DARLENE MARIA JD#MI#8#DEM#2018#0#0
KEEFE, LINDA#MI#8#DEM#2018#0#0
SLOTKIN, ELISSA#MI#8#DEM#2018#0#0
ELLISON, BRIAN JAMES#MI#8#LIB#2018#0#0
MCDERMOTT, JOHN V.#MI#9#GRE#2018#0#0
LEVIN, ANDY#MI#9#DEM#2018#0#0
LIPTON, ELLEN#MI#9#DEM#2018#0#0
BROOK, MARTIN#MI#9#DEM#2018#0#0
BIEDA, STEVEN#MI#9#DEM#2018#0#0
STEARNS, CANDIUS MRS.#MI#9#REP#2018#0#0
MIKKELSON, HARLEY#MI#10#GRE#2018#0#0
MITCHELL, PAUL III#MI#10#REP#2018#0#0
PERUSKI, JEREMY MICHAEL#MI#10#IND#2018#0#0
ACCAVITTI, FRANK JR#MI#10#DEM#2018#0#0
BIZON, KIMBERLY ANN#MI#10#DEM#2018#0#0
MCCARTHY, MICHAEL MR.#MI#10#DEM#2018#0#0
STEVENS, HALEY#MI#11#DEM#2018#0#0
KESTO, KLINT#MI#11#REP#2018#0#0
RACZKOWSKI, A. ROCKY#MI#11#REP#2018#0#0
EPSTEIN, LENA ROSE#MI#11#REP#2018#0#0
NYE, COOPER JON#MI#11#IND#2018#0#0
HABERMAN, DANIEL#MI#11#DEM#2018#0#0
SAAD, FAYROUZ#MI#11#DEM#2018#0#0
GREIMEL, TIM#MI#11#DEM#2018#0#0
GUPTA, SUNEEL#MI#11#DEM#2018#0#0
SKINNER, NANCY#MI#11#DEM#2018#0#0
BONDS, KRISTINE#MI#11#REP#2018#0#0
BENTIVOLIO, KERRY#MI#11#REP#2018#0#0
KOWALL, MICHAEL W#MI#11#REP#2018#0#0
SCHWARTZ, LEONARD CHARLES#MI#11#LIB#2018#0#0
HEISE, KURT#MI#11#REP#2018#0#0
WALKOWICZ, GARY#MI#12#OTH#2018#0#0
YOUNG, STEPHEN ROBERT NEALE#MI#12#GRE#2018#0#0
NIEMUTH, NILES#MI#12#SEP#2018#0#0
JONES, JEFF#MI#12#REP#2018#0#0
DINGELL, DEBBIE#MI#12#DEM#2018#0#0
WHITE, KENTIEL D MR.#MI#13#DEM#2018#0#0
JOHNSON, SAM#MI#13#OTH#2018#0#0
JACKSON, SHANELLE#MI#13#DEM#2018#0#0
DILLARD, GODFREY J SR#MI#13#DEM#2018#0#0
TLAIB, RASHIDA#MI#13#DEM#2018#0#0
YOUNG, COLEMAN ALEXANDER MR. II#MI#13#DEM#2018#0#0
CONYERS, IAN#MI#13#DEM#2018#0#0
HILL KNOTT, KIMBERLY#MI#13#DEM#2018#0#0
CONYERS, JOHN III#MI#13#DEM#2018#0#0
JONES, BRENDA#MI#13#DEM#2018#0#0
SOSNOWSKI, MARC#MI#13#UST#2018#0#0
WILCOXON, D. ETTA#MI#13#GRE#2018#0#0
GILMORE, MICHAEL#MI#13#DEM#2018#0#0
HILL, RYAN#MI#13#DEM#2018#0#0
RAPHOON, MEGAN RENEE#MI#13#IND#2018#0#0
WILD, WILLIAM R.#MI#13#DEM#2018#0#0
LAWRENCE, BRENDA LULENAR#MI#14#DEM#2018#0#0
HERSCHFUS, MARC S#MI#14#REP#2018#0#0
AKZAM, JOHNNY ALAN#MN#1#DFL#2018#0#0
WILLIAMS, STEVE#MN#1#REP#2018#0#0
MINEHART, COLIN JAMES#MN#1#DFL#2018#0#0
NELSON, CARLA JEAN#MN#1#REP#2018#0#0
HAGEDORN, JAMES#MN#1#REP#2018#0#0
MUSTAFA, REGINA ANNE#MN#1#DFL#2018#0#0
JENSEN, VICKI#MN#1#DEM#2018#0#0
FEEHAN, DANIEL#MN#1#DFL#2018#0#0
WRIGHT, RICHARD THOMAS#MN#1#DFL#2018#0#0
AUSTINSON, JOHN WAYNE#MN#1#DEM#2018#0#0
RIES, ROBERT ARNOLD MR.#MN#1#DEM#2018#0#0
SULLIVAN, JOE#MN#1#DEM#2018#0#0
CANDLER, ANDREW#MN#1#REP#2018#0#0
SVENSON, BRADLEY#MN#2#IDP#2018#0#0
ERDMANN, JEFF#MN#2#DEM#2018#0#0
CRAIG, ANGELA DAWN#MN#2#DEM#2018#0#0
LEWIS, JASON MARK MR.#MN#2#REP#2018#0#0
DONAHUE, ALICIA#MN#3#DFL#2018#0#0
SANTA MARIA, BRIAN SANTA MR.#MN#3#DEM#2018#0#0
PAULSEN, ERIK MR.#MN#3#REP#2018#0#0
PHILLIPS, DEAN#MN#3#DFL#2018#0#0
YOUNG, COLE#MN#3#DFL#2018#0#0
JENNINGS, ADAM THOMAS#MN#3#DEM#2018#0#0
MOGHUL, FASIL#MN#4#DEM#2018#0#0
MCCOLLUM, BETTY#MN#4#DFL#2018#0#0
RYAN, GREGORY#MN#4#REP#2018#0#0
SINDT, SUSAN PENDERGAST#MN#4#OTH#2018#0#0
HASSAN, MUAD#MN#4#DFL#2018#0#0
ROSSELL, REID#MN#4#DFL#2018#0#0
TORRES RAY, PATRICIA#MN#5#DEM#2018#0#0
ZIELINSKI, JENNIFER L#MN#5#REP#2018#0#0
ANDERSON KELLIHER, MARGARET#MN#5#DEM#2018#0#0
ABDULAHI, JAMAL MR.#MN#5#DEM#2018#0#0
OMAR, ILHAN#MN#5#DFL#2018#0#0
CHAMPION, BOBBY JOE#MN#5#DFL#2018#0#0
KELLIHER, MARGARET ANDERSON#MN#5#DFL#2018#0#0
CARNEY, BOB 'AGAIN' JR.#MN#5#REP#2018#0#0
FLANAGAN, PEGGY#MN#5#DFL#2018#0#0
DIBBLE, SCOTT#MN#5#DEM#2018#0#0
KOVACS, JOSEPH SCOTT#MN#5#REP#2018#0#0
TORRES, PATRICIA#MN#5#DFL#2018#0#0
DRAKE, FRANK NELSON#MN#5#DFL#2018#0#0
CHAMBERLIN, CHRISTOPHER WILLIAM#MN#5#REP#2018#0#0
EMMER, THOMAS EARL JR.#MN#6#REP#2018#0#0
KERN, ALIENA JEANENE#MN#6#REP#2018#0#0
MUNRO , PATRICK#MN#6#REP#2018#0#0
HILE, BRIAN DAVID MR#MN#6#DFL#2018#0#0
TODD, IAN ANDREW#MN#6#DFL#2018#0#0
PROSCH, MATT#MN#7#REP#2018#0#0
SHERMAN, JAYESUN ISRAEL MR.#MN#7#REP#2018#0#0
HUGHES, DAVID#MN#7#REP#2018#0#0
ENSTAD, CHAD LEE#MN#7#IDP#2018#0#0
MILLER, TIM#MN#7#REP#2018#0#0
PETERSON, COLLIN CLARK#MN#7#DEM#2018#0#0
SORENSEN, SOREN CHRISTIAN MR.#MN#8#DFL#2018#0#0
WELTY, HARRY ROBB#MN#8#REP#2018#0#0
METSA, JASON#MN#8#DFL#2018#0#0
KENNEDY, KIRSTEN HAGEN#MN#8#DFL#2018#0#0
SANDMAN, RAY HENRY JOHN (SKIP)#MN#8#IND#2018#0#0
STAUBER, PETE#MN#8#REP#2018#0#0
RADINOVICH, JOSEPH#MN#8#DFL#2018#0#0
LEE, MICHELLE DENISE#MN#8#DEM#2018#0#0
PHIFER, LEAH#MN#8#DFL#2018#0#0
LOMBARDI-OLIVE, CAMILLE#MO#1#REP#2018#0#0
BOLHAFNER, SUSAN#MO#1#DEM#2018#0#0
DAVIDSON, DEMARCO KAUREEN#MO#1#DEM#2018#0#0
VROMAN, ROBERT#MO#1#REP#2018#0#0
CLAY, WILLIAM LACY JR#MO#1#DEM#2018#0#0
BUSH, CORI#MO#1#DEM#2018#0#0
CUNNINGHAM, ROBB E.#MO#1#LIB#2018#0#0
SHIPP, JOSHUA#MO#1#DEM#2018#0#0
VAN DEVENTER, EDWARD L JR#MO#1#REP#2018#0#0
WAGNER, ANN L.#MO#2#REP#2018#0#0
DUNAWAY, KELLIN LYNN#MO#2#DEM#2018#0#0
OSMACK, MARK#MO#2#DEM#2018#0#0
SACHS, NOGA#MO#2#REP#2018#0#0
VANOSTRAN, CORT#MO#2#DEM#2018#0#0
MESSMER, JOHN P.#MO#2#DEM#2018#0#0
ARNOLD, DAVID JUSTUS#MO#2#GRE#2018#0#0
HAZEL, ROBERT W#MO#2#DEM#2018#0#0
KIRK, LARRY A#MO#2#LIB#2018#0#0
HAAS, WILLIAM C#MO#2#DEM#2018#0#0
GEPPERT, KATY#MO#3#DEM#2018#0#0
LUETKEMEYER, W BLAINE#MO#3#REP#2018#0#0
BICKNELL, CHADWICK#MO#3#REP#2018#0#0
KIEHNE, JOHN#MO#3#DEM#2018#0#0
STOLLE, DONALD V#MO#3#LIB#2018#0#0
HOAGENSON, SUZANNE RENEE#MO#4#DEM#2018#0#0
WEBB, JOHN#MO#4#REP#2018#0#0
BOURGEOIS, JENNA MARIE MS.#MO#4#REP#2018#0#0
HARTZLER, VICKY#MO#4#REP#2018#0#0
BLISS, MARK#MO#4#LIB#2018#0#0
KOONSE, STEVEN#MO#4#LIB#2018#0#0
THOMPSON, HALLIE JESS#MO#4#DEM#2018#0#0
CLEAVER, EMANUEL II#MO#5#DEM#2018#0#0
CAMBERS, KRESS FRANKLIN#MO#5#REP#2018#0#0
LASATER, BRENT THURSTON#MO#5#REP#2018#0#0
TURK, JACOB#MO#5#REP#2018#0#0
SPRAGINS, CISSE#MO#5#LIB#2018#0#0
COPELAND, MAURICE#MO#5#GRE#2018#0#0
OAKS, RICHONDA#MO#5#REP#2018#0#0
FREDLAND, E.C.#MO#5#OTH#2018#0#0
HOWELL, ALEXANDER#MO#5#LIB#2018#0#0
ANDRES, EDWARD H#MO#6#DEM#2018#0#0
MARTIN, HENRY ROBERT#MO#6#DEM#2018#0#0
CHERY, JACQUES#MO#6#DEM#2018#0#0
ANDRES, ED#MO#6#DEM#2018#0#0
HOGAN, DAN#MO#6#LIB#2018#0#0
APPLE, GARY WINSTON#MO#6#DEM#2018#0#0
GRAVES, SAMUEL B JR 'SAM'#MO#6#REP#2018#0#0
SCHOOLCRAFT, JAMIE DANIEL#MO#7#DEM#2018#0#0
EVANS, JIM#MO#7#REP#2018#0#0
JENNINGS, VINCE D 1955#MO#7#DEM#2018#0#0
FAUCETT, PEYTON C. MR.#MO#7#DEM#2018#0#0
LONG, BILLY MR.#MO#7#REP#2018#0#0
DE LA TORRE, JOHN FARMER#MO#7#DEM#2018#0#0
HOLCOMB, BENJAMIN#MO#7#REP#2018#0#0
HATFIELD, KENNETH#MO#7#DEM#2018#0#0
NORRIS, LANCE#MO#7#REP#2018#0#0
BRIXEY, BENJAMIN T.#MO#7#LIB#2018#0#0
ELLIS, KATHRYN GAIL#MO#8#DEM#2018#0#0
SMITH, JASON T#MO#8#REP#2018#0#0
SHELL, JONATHAN#MO#8#LIB#2018#0#0
SABLAN, GREGORIO KILILI CAMACHO#MP#0#IND#2018#0#0
DEMAPAN, ANGEL ALDAN#MP#1#REP#2018#0#0
SMITH, CARLTON ELLIOTT#MS#1#DEM#2018#0#0
KELLY, JOHN TRENT TRENT#MS#1#REP#2018#0#0
HILL, TRACELLA LOU O'HARA#MS#1#REF#2018#0#0
WADKINS, RANDY MACK DR.#MS#1#DEM#2018#0#0
HARRIS, IRVING#MS#2#REF#2018#0#0
THOMPSON, BENNIE G.#MS#2#DEM#2018#0#0
RAY, TROY#MS#2#IND#2018#0#0
GUEST, MICHAEL PATRICK#MS#3#REP#2018#0#0
DUNN, MORGAN#MS#3#REP#2018#0#0
PARKER, PERRY MR.#MS#3#REP#2018#0#0
TATE, KATHERINE BITZI#MS#3#REP#2018#0#0
AYCOX, KEVIN MICHAEL#MS#3#DEM#2018#0#0
DOTY, SALLY#MS#3#REP#2018#0#0
HUGHES, WHIT MR.#MS#3#REP#2018#0#0
HOLLAND, MATTHEW#MS#3#REF#2018#0#0
EVANS, MICHAEL TED#MS#3#DEM#2018#0#0
ROSE, E BRIAN#MS#4#REP#2018#0#0
ANDERSON, JERAMEY DEWAYNE#MS#4#DEM#2018#0#0
PALAZZO, STEVEN MCCARTY#MS#4#REP#2018#0#0
SHEETS, LAJENA#MS#4#REF#2018#0#0
TURNER, WILLIAM HARRISON#MS#4#IND#2018#0#0
SWANSON, ELINOR#MT#0#LIB#2018#0#0
MOSS, LYNDA BOURQUE#MT#0#DEM#2018#0#0
BUTTREY, FRANCIS EDWARD#MT#0#REP#2018#0#0
MILLER, KEN#MT#0#REP#2018#0#0
WALKER, EDWARD ALAN#MT#0#REP#2018#0#0
WEST, DAN#MT#0#DEM#2018#0#0
KIER, GRANT#MT#0#DEM#2018#0#0
GIANFORTE, GREG#MT#0#REP#2018#0#0
WILLIAMS, KATHLEEN#MT#0#DEM#2018#0#0
WICKS, MARK L#MT#0#LIB#2018#0#0
MCCARTHY, KELLY#MT#0#DEM#2018#0#0
CAMPBELL, DOUGLAS BRUCE II#MT#0#UNK#2018#0#0
PETTINATO, JARED SCOTT MR.#MT#0#DEM#2018#0#0
WOODS, TOM#MT#0#DEM#2018#0#0
TURIANO, DREW#MT#0#REP#2018#0#0
HEENAN, JOHN#MT#0#DEM#2018#0#0
MEYER, JOHN#MT#0#DEM#2018#0#0
QUIST, ROBERT E.#MT#0#DEM#2018#0#0
ABRAMS, DR MARCIA KAREN#NC#0#REP#2018#0#0
BUTTERFIELD, G. K.#NC#1#DEM#2018#0#0
ALLISON, ROGER#NC#1#REP#2018#0#0
ROMLEY, KEN#NC#2#DEM#2018#0#0
MILLER, JUSTIN K THERMOCHEM#NC#2#DEM#2018#0#0
STRICKLAND, TIMMY MR.#NC#2#UN#2018#0#0
HOLDING, GEORGE E MR.#NC#2#REP#2018#0#0
MURPHY, DAN#NC#2#2#2018#0#0
COLEMAN, LINDA#NC#2#DEM#2018#0#0
MATEMU, JAPHETH#NC#2#LIB#2018#0#0
SEARCY, SAM#NC#2#DEM#2018#0#0
CHESSER, GREGORY#NC#2#REP#2018#0#0
MAY, WENDY#NC#2#DEM#2018#0#0
JONES, WALTER B#NC#3#REP#2018#0#0
DACEY, SCOTT#NC#3#REP#2018#0#0
LAW, PHILIP#NC#3#REP#2018#0#0
BRIAN, LEE ANDREA MS.#NC#4#REP#2018#0#0
WATKINS, RICHARD LEE III#NC#4#DEM#2018#0#0
HOWE, BARBARA#NC#4#LIB#2018#0#0
PRICE, DAVID E#NC#4#DEM#2018#0#0
WHITLOCK, PERRY THOMPSON#NC#4#LIB#2018#0#0
LAWS, MICHELLE#NC#4#DEM#2018#0#0
LOOR, STEVE#NC#4#REP#2018#0#0
ADAMS, DENISE DARCEL#NC#5#DEM#2018#0#0
MARSHALL, JENNIFER#NC#5#DEM#2018#0#0
VERA, MATTHEW#NC#5#REP#2018#0#0
FOXX, VIRGINIA ANN#NC#5#REP#2018#0#0
GENTRY, DILLON SPURGEON#NC#5#REP#2018#0#0
MEADER, CORTLAND#NC#5#REP#2018#0#0
WALKER, BRADLEY MARK MR.#NC#6#REP#2018#0#0
WATTS, RYAN#NC#6#DEM#2018#0#0
WONG, GERALD#NC#6#DEM#2018#0#0
HORNEY, MARGOT MS#NC#6#DEM#2018#0#0
HORTON, LAUREN#NC#7#DEM#2018#0#0
GARDNER, JONAH#NC#7#DEM#2018#0#0
ROUZER, DAVID CHESTON#NC#7#REP#2018#0#0
ACKER, BRANDON W.#NC#7#DEM#2018#0#0
PARKER, GRAYSON#NC#7#DEM#2018#0#0
TIEGEL, MARC#NC#8#DEM#2018#0#0
MCNEILL, FRANK#NC#8#DEM#2018#0#0
HUFFMAN, JEFFREY SCOTT#NC#8#DEM#2018#0#0
HUFFMAN, SCOTT#NC#8#DEM#2018#0#0
HUDSON, RICHARD L. JR.#NC#8#REP#2018#0#0
WARREN, MARIA COLLINS#NC#9#DEM#2018#0#0
MCCREADY, DANIEL#NC#9#DEM#2018#0#0
HARRIS, MARK#NC#9#REP#2018#0#0
PITTENGER, ROBERT M THE HONORABLE#NC#9#REP#2018#0#0
JORGENSEN, BRANDON WILLIAM MR.#NC#9#DEM#2018#0#0
CANO, FERNANDO#NC#9#DEM#2018#0#0
SCOTT, JEFF#NC#9#LIB#2018#0#0
GOINS, CLARENCE#NC#9#REP#2018#0#0
GRAHAM, SAMARIA#NC#10#UNK#2018#0#0
BROWN, DAVID#NC#10#DEM#2018#0#0
MCHENRY, PATRICK#NC#10#REP#2018#0#0
WILEY, ALBERT LEE JR#NC#10#REP#2018#0#0
GREGORY, JEFF#NC#10#REP#2018#0#0
QUEEN, KENNETH PAUL#NC#10#DEM#2018#0#0
BLANKENSHIP, SETH BRADEN#NC#10#REP#2018#0#0
COLLIAS, GINA#NC#10#REP#2018#0#0
ROBERTS, IRA#NC#10#REP#2018#0#0
COFFAY, MATT#NC#11#DEM#2018#0#0
MEADOWS, MARK R#NC#11#REP#2018#0#0
PRICE, PHILLIP#NC#11#DEM#2018#0#0
ARCHERD, CHARLES WALLACE#NC#11#REP#2018#0#0
INGRAM, CLIFTON B JR#NC#11#LIB#2018#0#0
MONEY, CHRISTOPHER#NC#11#REP#2018#0#0
WOODSMALL, STEVE#NC#11#DEM#2018#0#0
DONALDSON, SCOTT#NC#11#DEM#2018#0#0
DONALDSON, D#NC#11#DEM#2018#0#0
ADAMS, ALMA SHEALEY#NC#12#DEM#2018#0#0
WRIGHT, PAUL#NC#12#REP#2018#0#0
YOUNG, WILLIAM KEITH#NC#12#DEM#2018#0#0
BONHAM, PAUL#NC#12#REP#2018#0#0
PERSSON, CARL#NC#12#REP#2018#0#0
ORTIZ, GABRIEL#NC#12#DEM#2018#0#0
REGISTER, BENJAMIN#NC#12#DEM#2018#0#0
MANNING, KATHY#NC#13#DEM#2018#0#0
COKER, ADAM#NC#13#DEM#2018#0#0
MCMILLER, BENIAH#NC#13#DEM#2018#0#0
BUDD, THEODORE P.#NC#13#REP#2018#0#0
BAILEY, THOMAS AARON#NC#13#LIB#2018#0#0
HANSON, BEN#ND#0#DEM#2018#0#0
ARMSTRONG, KELLY#ND#0#REP#2018#0#0
SCHNEIDER, MAC SCHNEIDER#ND#0#DEM#2018#0#0
SCHAFNER, PAUL#ND#0#REP#2018#0#0
CAMPBELL, TOM#ND#0#REP#2018#0#0
HENDRICKSON, DUWAYNE#ND#0#REP#2018#0#0
ABENTROTH, TIFFANY#ND#0#REP#2018#0#0
MCCLURE, JESSICA#NE#1#DEM#2018#0#0
CRAWFORD, DENNIS P#NE#1#DEM#2018#0#0
SVOBODA, STEVE#NE#1#DEM#2018#0#0
FORTENBERRY, JEFFREY L. HONORABLE#NE#1#REP#2018#0#0
EASTMAN, KARA#NE#2#DEM#2018#0#0
BACON, DONALD J#NE#2#REP#2018#0#0
ASHFORD, BRAD#NE#2#DEM#2018#0#0
THEOBALD, PAUL GILBERT#NE#3#DEM#2018#0#0
SMITH, ADRIAN#NE#3#REP#2018#0#0
PENNER, KIRK MR.#NE#3#REP#2018#0#0
BOLINGER, LARRY LEE SCOTT#NE#3#REP#2018#0#0
KOWALSKI, ARRON#NE#3#REP#2018#0#0
EDWARDS, EDDIE#NH#1#REP#2018#0#0
SANBORN, ANDY#NH#1#REP#2018#0#0
PAPPAS, CHRIS#NH#1#DEM#2018#0#0
MARTIN, ANDY#NH#1#REP#2018#0#0
SOLDATI, LINCOLN T.#NH#1#DEM#2018#0#0
ANDREWS, NAOMI#NH#1#DEM#2018#0#0
O'ROURKE, TERENCE MURPHY#NH#1#DEM#2018#0#0
MCEACHERN, DEAGLAN#NH#1#DEM#2018#0#0
SULLIVAN, MAURA CORBY#NH#1#DEM#2018#0#0
CROCHETIERE, BRUCE#NH#1#REP#2018#0#0
BELFORTI, DAN#NH#1#LIB#2018#0#0
CALLIS, MICHAEL#NH#1#REP#2018#0#0
HARRIS, KATHERINE MOORE#NH#1#IND#2018#0#0
MESSMER, MINDI#NH#1#DEM#2018#0#0
MACKENZIE, MARK S#NH#1#DEM#2018#0#0
PAUL, RICHARD GOYAN#NH#1#LIB#2018#0#0
SANDERS, LEVI#NH#1#DEM#2018#0#0
CARDINAL, PAUL#NH#1#DEM#2018#0#0
MARTIN, WILLIAM#NH#1#DEM#2018#0#0
DENARO, JEFFORY W.#NH#1#REP#2018#0#0
NEGRON, STEVE#NH#2#REP#2018#0#0
BURNS, ROBERT ANDREW#NH#2#REP#2018#0#0
ODONNELL, JUSTIN#NH#2#LIB#2018#0#0
O'DONNELL, JUSTIN FRANCIS#NH#2#LIB#2018#0#0
LEVENSON, STEWART#NH#2#REP#2018#0#0
BLANKENBEKER, LYNNE#NH#2#REP#2018#0#0
KUSTER, ANN MCLANE#NH#2#DEM#2018#0#0
MERCER, JAY OTTIS#NH#2#REP#2018#0#0
BELOIN, GERARD#NH#2#REP#2018#0#0
ALCIERE, TOM#NH#2#LIB#2018#0#0
BELANGER, BRIAN D#NH#2#REP#2018#0#0
FLANAGAN, JACK#NH#2#REP#2018#0#0
DILKS, PAUL E#NJ#1#REP#2018#0#0
CARLSON, ROBERT LEE#NJ#1#DEM#2018#0#0
NORCROSS, DONALD W#NJ#1#DEM#2018#0#0
KABIR, MOHAMMAD SHAHJAHAN#NJ#1#DEM#2018#0#0
