Bonner, Jo#AL#1#REP#2006#112944#
Derlet , R.#CA#4#DEM#2016#116541#[0.6278476404580494, 0.3721523595419506]
Thompson , M.#CA#5#DEM#2016#172810#
Santamaria , C.#CA#5#REP#2016#51098#[0.7717901995462422, 0.2282098004537578]
Matsui , D.#CA#6#DEM#2016#145704#
Evans , R.#CA#6#REP#2016#47926#[0.7524867014408925, 0.2475132985591076]
Bera , A.#CA#7#DEM#2016#129064#
Jones , S.#CA#7#REP#2016#123056#[0.5119149611296208, 0.4880850388703792]
Cook , P.#CA#8#REP#2016#129690#
Ramirez , R.#CA#8#DEM#2016#76999#[0.627464451422185, 0.37253554857781496]
McNerney , J.#CA#9#DEM#2016#106256#
Amador , T.#CA#9#REP#2016#78121#[0.576297477451092, 0.42370252254890794]
Denham , J.#CA#10#REP#2016#110659#
Eggman , M.#CA#10#DEM#2016#100646#[0.5236932396299189, 0.4763067603700812]
DeSaulnier , M.#CA#11#DEM#2016#194345#
Petersen , R.#CA#11#REP#2016#76473#[0.7176221669165269, 0.28237783308347303]
Pelosi , N.#CA#12#DEM#2016#250378#
Picus , P.#CA#12#OTHER#2016#58577#[0.8104028094706349, 0.1895971905293651]
Lee , B.#CA#13#DEM#2016#277390#
Caro , S.#CA#13#REP#2016#28413#[0.9070872424403946, 0.09291275755960536]
Speier , J.#CA#14#DEM#2016#213612#
Cardenas , A.#CA#14#REP#2016#50485#[0.8088391765146897, 0.19116082348531033]
Swalwell , E.#CA#15#DEM#2016#188179#
Turner , D.#CA#15#REP#2016#66959#[0.7375577138646536, 0.26244228613534637]
Costa , J.#CA#16#DEM#2016#72111#
Tacherra , J.#CA#16#REP#2016#52570#[0.5783639848894379, 0.42163601511056215]
Khanna , R.#CA#17#DEM#2016#135607#
Honda , M.#CA#17#DEM#2016#86505#[0.6105343250252125, 0.3894656749747875]
Eshoo , A.#CA#18#DEM#2016#220139#
Fox , R.#CA#18#REP#2016#88907#[0.7123179073665409, 0.2876820926334591]
Lofgren , Z.#CA#19#DEM#2016#171688#
Lancaster , B.#CA#19#REP#2016#60420#[0.7396901442431971, 0.2603098557568029]
Panetta , J.#CA#20#DEM#2016#144870#
Lucius , C.#CA#20#REP#2016#60324#[0.7060147957542618, 0.29398520424573815]
Valadao , D.#CA#21#REP#2016#68481#
Huerta , E.#CA#21#DEM#2016#49643#[0.5797382411702956, 0.4202617588297044]
Nunes , D.#CA#22#REP#2016#143333#
Campos , L.#CA#22#DEM#2016#66802#[0.6820996026364005, 0.3179003973635996]
McCarthy , K.#CA#23#REP#2016#151346#
Reed , W.#CA#23#DEM#2016#64842#[0.7000666086924343, 0.29993339130756563]
Carbajal , S.#CA#24#DEM#2016#155492#
Fareed , J.#CA#24#REP#2016#136532#[0.5324630852258718, 0.4675369147741282]
Knight , S.#CA#25#REP#2016#112768#
Caforio , B.#CA#25#DEM#2016#95296#[0.5419870808981851, 0.45801291910181485]
Brownley , J.#CA#26#DEM#2016#148550#
Dagnesses , R.#CA#26#REP#2016#99597#[0.5986370981716482, 0.40136290182835177]
Chu , J.#CA#27#DEM#2016#133766#
Orswell , J.#CA#27#REP#2016#67421#[0.6648839139705846, 0.3351160860294154]
Schiff , A.#CA#28#DEM#2016#168082#
Solis , L.#CA#28#REP#2016#47619#[0.7792360721554374, 0.2207639278445626]
Cardenas , T.#CA#29#DEM#2016#98879#
Alarcon , R.#CA#29#DEM#2016#32656#[0.7517314783137568, 0.2482685216862432]
Sherman , B.#CA#30#DEM#2016#159974#
Reed , M.#CA#30#REP#2016#60865#[0.7243919778662283, 0.27560802213377167]
Aguilar , P.#CA#31#DEM#2016#111870#
Chabot , P.#CA#31#REP#2016#89070#[0.556733353239773, 0.4432666467602269]
Napolitano , G.#CA#32#DEM#2016#93059#
Hernandez , R.#CA#32#DEM#2016#56050#[0.6241004902453909, 0.37589950975460906]
Lieu , T.#CA#33#DEM#2016#173778#
Wright , K.#CA#33#REP#2016#88507#[0.6625540919229083, 0.33744590807709174]
Becerra , X.#CA#34#DEM#2016#97305#
Edwards , A.#CA#34#DEM#2016#27091#[0.7822196855204347, 0.21778031447956525]
Torres , N.#CA#35#DEM#2016#109767#
Fischella , T.#CA#35#REP#2016#43189#[0.7176377520332645, 0.28236224796673554]
Ruiz , R.#CA#36#DEM#2016#132252#
Stone , J.#CA#36#REP#2016#83049#[0.61426560954199, 0.38573439045800995]
Bass , K.#CA#37#DEM#2016#150535#
Wiggins , C.#CA#37#DEM#2016#33082#[0.8198314970836034, 0.18016850291639663]
Sanchez , L.#CA#38#DEM#2016#131099#
Downing , R.#CA#38#REP#2016#56883#[0.6974018789032993, 0.30259812109670076]
Royce , E.#CA#39#REP#2016#138907#
Murdock , B.#CA#39#DEM#2016#101651#[0.5774366265100308, 0.42256337348996914]
Roybal-Allard , L.#CA#40#DEM#2016#82789#
Gonzalez , R.#CA#40#OTHER#2016#32404#[0.7186981847855338, 0.2813018152144662]
Takano , M.#CA#41#DEM#2016#115859#
Shepherd , D.#CA#41#REP#2016#64153#[0.6436182032308957, 0.3563817967691043]
Calvert , K.#CA#42#REP#2016#139915#
Sheridan , T.#CA#42#DEM#2016#97123#[0.5902640083024663, 0.4097359916975337]
Waters , M.#CA#43#DEM#2016#128551#
Navarro , O.#CA#43#REP#2016#41507#[0.755924449305531, 0.24407555069446896]
Barragan , N.#CA#44#DEM#2016#70303#
Hall , I.#CA#44#DEM#2016#67177#[0.511368926389293, 0.488631073610707]
Walters , M.#CA#45#REP#2016#171736#
Varasteh , R.#CA#45#DEM#2016#119521#[0.5896373306049296, 0.4103626693950703]
Correa , L.#CA#46#DEM#2016#103475#
Nguyen , B.#CA#46#DEM#2016#44652#[0.6985559688645554, 0.3014440311354446]
Lowenthal , A.#CA#47#DEM#2016#127832#
Whallon , A.#CA#47#REP#2016#76670#[0.6250892411810154, 0.37491075881898467]
Rohrabacher , D.#CA#48#REP#2016#165987#
Savary , S.#CA#48#DEM#2016#117716#[0.5850731222440368, 0.4149268777559631]
Issa , D.#CA#49#OTHER#2016#134428#
Applegate , D.#CA#49#DEM#2016#129100#[0.5101089827266931, 0.4898910172733068]
Hunter , D.#CA#50#REP#2016#148880#
Malloy , P.#CA#50#DEM#2016#84142#[0.6389096308503059, 0.361090369149694]
Vargas , J.#CA#51#DEM#2016#108932#
Hidalgo , J.#CA#51#REP#2016#42676#[0.7185108965226109, 0.28148910347738904]
Peters , S.#CA#52#DEM#2016#148651#
Gitsham , D.#CA#52#REP#2016#115013#[0.5637895199951454, 0.4362104800048547]
Davis , S.#CA#53#DEM#2016#151269#
Veltmeyer , J.#CA#53#REP#2016#77436#[0.6614153603987669, 0.33858463960123303]
DeGette , D.#CO#1#DEM#2016#189837#
Stockham , C.#CO#1#REP#2016#79561#
Dinges , D.#CO#1#LIB#2016#10549#[0.6781176436968426, 0.28420022361375546, 0.037682132689401925]
Polis , J.#CO#2#DEM#2016#251988#
Morse , N.#CO#2#REP#2016#166020#
Longstreth , R.#CO#2#LIB#2016#25858#[0.5677118770079258, 0.37403180239081163, 0.05825632060126254]
Tipton , S.#CO#3#REP#2016#191917#
Schwartz , G.#CO#3#DEM#2016#142794#
Kent , G.#CO#3#LIB#2016#16996#[0.5456729607315179, 0.4060027238582115, 0.048324315410270484]
Buck , K.#CO#4#REP#2016#241424#
Seay , B.#CO#4#DEM#2016#119249#
Griffith , B.#CO#4#LIB#2016#17925#[0.6376790157370087, 0.31497525079371785, 0.047345733469273475]
Lamborn , D.#CO#5#REP#2016#222169#
Plowright , M.#CO#5#DEM#2016#109573#
McRedmond , M.#CO#5#LIB#2016#24320#[0.6239615572568822, 0.3077357314175621, 0.06830271132555567]
Coffman , M.#CO#6#REP#2016#180727#
Carroll , M.#CO#6#DEM#2016#149417#
Olsen , N.#CO#6#LIB#2016#17102#
Worthey , R.#CO#6#GRE#2016#5038#[0.5130150673888113, 0.4241379114578011, 0.048546059429324065, 0.01430096172406354]
Perlmutter , E.#CO#7#DEM#2016#185208#
Athanasopoulos , G.#CO#7#REP#2016#134244#
Buchanan , M.#CO#7#LIB#2016#15831#[0.552393053032811, 0.40039011819865605, 0.04721682876853285]
Larson , J.#CT#1#DEM#2016#193040#
Corey , M.#CT#1#REP#2016#104214#
DeRosa , M.#CT#1#GRE#2016#6283#[0.6359685969091082, 0.3433321143715593, 0.020699288719332406]
Courtney , J.#CT#2#DEM#2016#207584#
Novak , D.#CT#2#REP#2016#111587#
Pelto , J.#CT#2#GRE#2016#5332#
Reale , D.#CT#2#LIB#2016#5016#[0.6299606395989306, 0.33863601188398845, 0.016181161025616127, 0.015222187491464832]
DeLauro , R.#CT#3#DEM#2016#208900#
Cadena , A.#CT#3#REP#2016#95370#[0.6865612778124692, 0.3134387221875308]
Himes , J.#CT#4#DEM#2016#185928#
Shaban , J.#CT#4#REP#2016#123630#[0.600624115674607, 0.399375884325393]
Esty , E.#CT#5#DEM#2016#174788#
Cope , C.#CT#5#REP#2016#126842#[0.5794781686171799, 0.42052183138282]
Rochester , L.#DE#1#DEM#2016#233542#
Reigle , H.#DE#1#REP#2016#172290#
Perri , M.#DE#1#GRE#2016#8325#
Gesty , S.#DE#1#LIB#2016#6436#[0.5552683948615408, 0.4096359188098708, 0.01979348205985359, 0.015302204268734857]
Gaetz , M.#FL#1#REP#2016#254280#
Specht , S.#FL#1#DEM#2016#113586#[0.6912299587349742, 0.30877004126502583]
Dunn , N.#FL#2#REP#2016#230838#
Dartland , W.#FL#2#DEM#2016#102596#
Lapham , R.#FL#2#LIB#2016#9384#[0.6733543746244363, 0.299272500277115, 0.02737312509844874]
Yoho , T.#FL#3#REP#2016#193261#
McGurn , K.#FL#3#DEM#2016#135688#
Wells , T.#FL#3#OTHER#2016#12438#[0.5661053291425859, 0.39746094608171956, 0.03643372477569445]
Rutherford , J.#FL#4#REP#2016#286018#
Bruderly , D.#FL#4#DEM#2016#112253#
Koniz , G.#FL#4#OTHER#2016#8990#[0.7022965616643873, 0.2756291419998478, 0.022074296335765027]
Lawson , A.#FL#5#DEM#2016#193430#
Smith , G.#FL#5#REP#2016#107784#[0.6421680267185457, 0.3578319732814544]
DeSantis , R.#FL#6#REP#2016#213180#
McCullough , B.#FL#6#DEM#2016#150677#[0.5858895115388738, 0.4141104884611262]
Murphy , S.#FL#7#DEM#2016#181758#
Mica , J.#FL#7#REP#2016#171412#[0.5146473369765269, 0.48535266302347313]
Posey , B.#FL#8#REP#2016#246257#
Westbrook , C.#FL#8#DEM#2016#126962#
Stinson , B.#FL#8#OTHER#2016#16924#[0.63119676631389, 0.32542426751216863, 0.04337896617394135]
Soto , D.#FL#9#DEM#2016#194963#
Liebnitzky , W.#FL#9#REP#2016#144281#[0.5746984471353952, 0.4253015528646048]
Demings , V.#FL#10#DEM#2016#198309#
Lowe , T.#FL#10#REP#2016#107423#[0.6486367145081313, 0.3513632854918687]
Webster , D.#FL#11#REP#2016#257881#
Koller , D.#FL#11#DEM#2016#124599#
Riggs , B.#FL#11#OTHER#2016#11961#[0.65378852604065, 0.31588754718703177, 0.030323926772318294]
Bilirakis , G.#FL#12#REP#2016#253347#
Tager , R.#FL#12#DEM#2016#115909#[0.6861012414151699, 0.31389875858483]
Crist , C.#FL#13#DEM#2016#184371#
Jolly , D.#FL#13#REP#2016#170964#[0.518865296129005, 0.481134703870995]
Castor , K.#FL#14#DEM#2016#194851#
Quinn , C.#FL#14#REP#2016#120584#[0.6177215591167753, 0.38227844088322477]
Ross , D.#FL#15#REP#2016#182498#
Lange , J.#FL#15#DEM#2016#134945#[0.5749000607983166, 0.42509993920168343]
Buchanan , V.#FL#16#REP#2016#230187#
Schneider , J.#FL#16#DEM#2016#154854#[0.5978246472453583, 0.4021753527546417]
Rooney , T.#FL#17#REP#2016#209135#
Freeman , A.#FL#17#DEM#2016#115801#
Sawyer , J.#FL#17#OTHER#2016#13336#[0.6182450808816574, 0.342331023555009, 0.03942389556333365]
Mast , B.#FL#18#REP#2016#201011#
Perkins , R.#FL#18#DEM#2016#161328#
Spalding , C.#FL#18#OTHER#2016#12451#[0.536329677952987, 0.43044905146882256, 0.03322127057819045]
Rooney , F.#FL#19#REP#2016#238975#
Neeld , R.#FL#19#DEM#2016#123625#[0.6590595697738555, 0.3409404302261445]
Hastings , A.#FL#20#DEM#2016#220452#
Stein , G.#FL#20#REP#2016#54079#[0.8030131387712135, 0.19698686122878656]
Frankel , L.#FL#21#DEM#2016#208999#
Spain , P.#FL#21#REP#2016#117273#
Trout , M.#FL#21#OTHER#2016#7148#[0.62683402315398, 0.3517275508367824, 0.021438426009237597]
Deutch , T.#FL#22#DEM#2016#197396#
McGee , A.#FL#22#REP#2016#137691#[0.5890888038031914, 0.4109111961968086]
Wasserman Schultz , D.#FL#23#DEM#2016#180979#
Kaufman , J.#FL#23#REP#2016#129400#
Endriss , D.#FL#23#OTHER#2016#5100#
Milstein , L.#FL#23#OTHER#2016#3835#[0.5667743976148869, 0.4052437412703483, 0.01597173941637385, 0.012010121698390925]
Wilson , F.#FL#24#DEM#2016#1#[1.0]
Diaz-Balart , M.#FL#25#REP#2016#157748#
Valdes , A.#FL#25#DEM#2016#95008#[0.6241117916092991, 0.3758882083907009]
Curbelo , C.#FL#26#REP#2016#148445#
Garcia , J.#FL#26#DEM#2016#115348#
Peixoto , J.#FL#26#OTHER#2016#16491#[0.5296235247106507, 0.41153972399423444, 0.05883675129511495]
Ros-Lehtinen , I.#FL#27#REP#2016#157763#
Fuhrman , S.#FL#27#DEM#2016#129548#[0.5491018443428898, 0.4508981556571102]
Carter , B.#GA#1#REP#2016#1#[1.0]
Bishop , S.#GA#2#DEM#2016#146284#
Duke , G.#GA#2#REP#2016#93392#[0.6103406265124585, 0.38965937348754154]
Ferguson , D.#GA#3#REP#2016#206930#
Pendley , A.#GA#3#DEM#2016#95736#[0.683690933239941, 0.31630906676005893]
Johnson , H.#GA#4#DEM#2016#214278#
Armendariz , V.#GA#4#REP#2016#69075#[0.7562228033583551, 0.24377719664164488]
Lewis , J.#GA#5#DEM#2016#241773#
Bell , D.#GA#5#REP#2016#44032#[0.8459369150294781, 0.15406308497052185]
Price , T.#GA#6#REP#2016#191792#
Stooksbury , R.#GA#6#DEM#2016#119536#[0.6160448144721965, 0.3839551855278035]
Woodall , R.#GA#7#REP#2016#173638#
Malik , R.#GA#7#DEM#2016#113593#[0.6045238849567073, 0.39547611504329266]
Scott , A.#GA#8#REP#2016#171529#
Harris , J.#GA#8#DEM#2016#81903#[0.6768245525426939, 0.3231754474573061]
Collins , D.#GA#9#REP#2016#1#[1.0]
Hice , J.#GA#10#REP#2016#1#[1.0]
Loudermilk , B.#GA#11#REP#2016#216772#
Wilson , D.#GA#11#DEM#2016#104401#[0.67493842882185, 0.3250615711781501]
Allen , R.#GA#12#REP#2016#158705#
McCracken , T.#GA#12#DEM#2016#98870#[0.6161506357371639, 0.38384936426283606]
Scott , D.#GA#13#DEM#2016#1#[1.0]
Graves , T.#GA#14#REP#2016#1#[1.0]
Hanabusa , C.#HI#1#DEM#2016#135069#
Ostrov , S.#HI#1#REP#2016#42569#
Yim , A.#HI#1#LIB#2016#6127#
Griffin , C.#HI#1#OTHER#2016#4040#[0.7191981044168153, 0.22666595671041773, 0.032624264529698355, 0.02151167434306861]
Gabbard , T.#HI#2#DEM#2016#163484#
Kaaihue , A.#HI#2#REP#2016#38098#[0.8110049508388646, 0.1889950491611354]
Labrador , R.#ID#1#REP#2016#236397#
Piotrowski , J.#ID#1#DEM#2016#111035#[0.680412282115637, 0.31958771788436297]
Simpson , M.#ID#2#REP#2016#208887#
Martinez , J.#ID#2#DEM#2016#97250#
Tomkins , A.#ID#2#OTHER#2016#25575#[0.629723977426201, 0.293176008103415, 0.07710001447038395]
Rush , B.#IL#1#DEM#2016#221551#
Deuser , A.#IL#1#REP#2016#80161#[0.7343128546428382, 0.2656871453571618]
Kelly , R.#IL#2#DEM#2016#229184#
Morrow , J.#IL#2#REP#2016#58788#[0.7958551525842791, 0.20414484741572098]
Lipinski , D.#IL#3#DEM#2016#1#[1.0]
Gutierrez , L.#IL#4#DEM#2016#1#[1.0]
Quigley , M.#IL#5#DEM#2016#201983#
Kolber , V.#IL#5#REP#2016#82931#
Sherman , R.#IL#5#GRE#2016#13867#[0.676023575796319, 0.2775645037669731, 0.046411920436707825]
Roskam , P.#IL#6#REP#2016#205746#
Howland , A.#IL#6#DEM#2016#140023#[0.5950388843418583, 0.4049611156581417]
Davis , D.#IL#7#DEM#2016#232322#
Leef , J.#IL#7#REP#2016#44242#[0.8400297941886868, 0.1599702058113131]
Krishnamoorthi , R.#IL#8#DEM#2016#141138#
DiCianni , P.#IL#8#REP#2016#101893#[0.5807407285490328, 0.41925927145096714]
Schakowsky , J.#IL#9#DEM#2016#203834#
McCarthy Lasonde , J.#IL#9#REP#2016#105920#[0.6580512277484714, 0.34194877225152864]
Schneider , B.#IL#10#DEM#2016#147299#
Dold , R.#IL#10#REP#2016#133383#[0.5247896195694772, 0.47521038043052277]
Foster , B.#IL#11#DEM#2016#157659#
Khouri , T.#IL#11#REP#2016#105762#[0.5985058138872755, 0.40149418611272447]
Bost , M.#IL#12#REP#2016#169233#
Baricevic , C.#IL#12#DEM#2016#123754#
Bradshaw , P.#IL#12#GRE#2016#18713#[0.5429355149181906, 0.39702919473853066, 0.06003529034327879]
Davis , R.#IL#13#REP#2016#186791#
Wicklund , M.#IL#13#DEM#2016#125932#[0.597304963178276, 0.40269503682172403]
Hultgren , R.#IL#14#REP#2016#197962#
Walz , J.#IL#14#DEM#2016#134362#[0.5956897485586355, 0.40431025144136445]
Shimkus , J.#IL#15#REP#2016#1#[1.0]
Kinzinger , A.#IL#16#REP#2016#1#[1.0]
Bustos , C.#IL#17#DEM#2016#170746#
Harlan , P.#IL#17#REP#2016#113141#[0.6014576222229268, 0.3985423777770733]
LaHood , D.#IL#18#REP#2016#248701#
Rodriguez , J.#IL#18#DEM#2016#95741#[0.722040285447187, 0.27795971455281293]
Visclosky , P.#IN#1#DEM#2016#207299#
Dunn , D.#IN#1#LIB#2016#47009#[0.8151493464617707, 0.18485065353822924]
Walorski , J.#IN#2#REP#2016#164276#
Coleman , L.#IN#2#DEM#2016#102332#
Cenkush , R.#IN#2#LIB#2016#10594#[0.5926219868543517, 0.3691603956681409, 0.038217617477507376]
Banks , J.#IN#3#REP#2016#201216#
Schrader , T.#IN#3#DEM#2016#65908#
Snyder , P.#IN#3#LIB#2016#19782#[0.7013307494440688, 0.22971983855339378, 0.06894941200253742]
Rokita , T.#IN#4#REP#2016#193272#
Dale , J.#IN#4#DEM#2016#91153#
Mayoras , S.#IN#4#LIB#2016#14758#[0.6459992713489737, 0.3046730596323989, 0.049327669018627396]
Brooks , S.#IN#5#REP#2016#221785#
Demaree , A.#IN#5#DEM#2016#123791#
Wittlief , M.#IN#5#LIB#2016#15324#[0.6145331116652812, 0.34300637295649766, 0.04246051537822111]
Messer , L.#IN#6#REP#2016#204844#
Welsh , B.#IN#6#DEM#2016#79075#
Turvey , R.#IN#6#LIB#2016#12325#[0.6914705445511132, 0.2669252373043842, 0.041604218144502506]
Carson , A.#IN#7#DEM#2016#158606#
Ping , C.#IN#7#REP#2016#94396#
Thompson , D.#IN#7#LIB#2016#11470#[0.5997080976436069, 0.35692247194409993, 0.04336943041229317]
Bucshon , L.#IN#8#REP#2016#187569#
Drake , R.#IN#8#DEM#2016#93130#
Horning , A.#IN#8#LIB#2016#13630#[0.6372766529971562, 0.3164146244508696, 0.04630872255197415]
Hollingsworth , T.#IN#9#REP#2016#174698#
Yoder , S.#IN#9#DEM#2016#130539#
Brooksbank , R.#IN#9#LIB#2016#17417#[0.5414406763901889, 0.40457889875842235, 0.05398042485138879]
Blum , R.#IA#1#REP#2016#206273#
Vernon , M.#IA#1#DEM#2016#176447#[0.5389658235785953, 0.4610341764214047]
Loebsack , D.#IA#2#DEM#2016#197802#
Peters , C.#IA#2#REP#2016#170529#[0.5370224064767831, 0.4629775935232169]
Young , D.#IA#3#REP#2016#208264#
Mowrer , J.#IA#3#DEM#2016#154780#
Holder , B.#IA#3#LIB#2016#15337#
Addy , C.#IA#3#OTHER#2016#6335#
Grandanette , J.#IA#3#OTHER#2016#4511#[0.535070794163817, 0.3976599773397015, 0.03940374126152605, 0.016275849311584243, 0.011589637923371195]
King , S.#IA#4#REP#2016#225842#
Weaver , K.#IA#4#DEM#2016#142018#[0.6139346490512695, 0.3860653509487305]
Marshall , R.#KS#1#REP#2016#166051#
LaPolice , A.#KS#1#IND#2016#66218#
Burt , K.#KS#1#LIB#2016#18415#[0.6623916963188715, 0.2641492875492652, 0.07345901613186322]
Jenkins , L.#KS#2#REP#2016#177851#
Potter , B.#KS#2#DEM#2016#94561#
Bales , J.#KS#2#LIB#2016#18700#[0.6109366841627965, 0.32482687075764655, 0.064236445079557]
Yoder , K.#KS#3#REP#2016#171647#
Sidie , J.#KS#3#DEM#2016#135778#
Hohe , S.#KS#3#LIB#2016#26897#[0.5134182016140129, 0.40612942013986514, 0.080452378246122]
Pompeo , M.#KS#4#REP#2016#163406#
Giroux , D.#KS#4#DEM#2016#78822#
Allen , M.#KS#4#IND#2016#18358#
Bakken , G.#KS#4#LIB#2016#7420#[0.6097102303679769, 0.29410535585024217, 0.06849846645224361, 0.0276859473295374]
Comer , J.#KY#1#REP#2016#216957#
Gaskins , S.#KY#1#DEM#2016#81710#[0.7264177160516562, 0.27358228394834383]
Guthrie , B.#KY#2#REP#2016#1#[1.0]
Yarmuth , J.#KY#3#DEM#2016#212388#
Bratcher , H.#KY#3#REP#2016#122085#
Corley , E.#KY#3#OTHER#2016#0#[0.6349929590729296, 0.36500704092707037, 0.0]
Massie , T.#KY#4#REP#2016#233922#
Sidle , C.#KY#4#DEM#2016#94064#[0.7132072710420567, 0.28679272895794333]
Rogers , H.#KY#5#REP#2016#1#[1.0]
Barr , A.#KY#6#REP#2016#202094#
Kemper , N.#KY#6#DEM#2016#128725#[0.6108899428388334, 0.3891100571611667]
Scalise , S.#LA#1#REP#2016#243575#
Dugas , L.#LA#1#DEM#2016#41816#
Faust , D.#LA#1#DEM#2016#12698#
Kearney , H.#LA#1#LIB#2016#9395#
Swider , J.#LA#1#DEM#2016#9231#
Barron , E.#LA#1#GRE#2016#6712#
Yang , C.#LA#1#OTHER#2016#3233#[0.745652972509643, 0.12801077573011693, 0.03887222188207923, 0.028760791036551766, 0.02825873997428519, 0.02054735810934917, 0.009897140757974652]
Richmond , C.#LA#2#DEM#2016#198169#
Holden , K.#LA#2#DEM#2016#57083#
Cutno , K.#LA#2#DEM#2016#28826#[0.6975865783341195, 0.2009412907722527, 0.1014721308936278]
S. Angelle , Winner*#LA#3#REP#2016#91374#
C. Higgins , Winner*#LA#3#REP#2016#84809#
Hebert , J.#LA#3#DEM#2016#28358#
Rader , L.#LA#3#DEM#2016#27807#
Rantz , G.#LA#3#REP#2016#25640#
Ellison , G.#LA#3#REP#2016#24845#
Geymann , B.#LA#3#REP#2016#21606#
Barrilleaux , B.#LA#3#REP#2016#6215#
McLendon , G.#LA#3#LIB#2016#2934#
Rees , G.#LA#3#REP#2016#2455#
Scelfo , K.#LA#3#OTHER#2016#2667#
Vidrine , H.#LA#3#REP#2016#1354#[0.2854866526694661, 0.2649751299740052, 0.08860102979404119, 0.08687949910017996, 0.08010897820435912, 0.077625099980004, 0.06750524895020996, 0.019417991401719657, 0.009166916616676665, 0.007670340931813637, 0.008332708458308339, 0.004230403919216157]
M. Jones , Winner*#LA#4#DEM#2016#80558#
M. Johnson , Winner*#LA#4#REP#2016#70556#
Baucum , T.#LA#4#REP#2016#50395#
Jenkins , O.#LA#4#REP#2016#44500#
Guillory , E.#LA#4#REP#2016#21011#
John , R.#LA#4#REP#2016#13215#
Halverson , M.#LA#4#OTHER#2016#3145#
Krefft , K.#LA#4#OTHER#2016#2492#[0.28179744780880955, 0.24680976101192142, 0.1762851905748027, 0.15566407343146582, 0.073497929143113, 0.04622698270554654, 0.011001427212178878, 0.008717188112162086]
Abraham , R.#LA#5#REP#2016#208504#
Burkette , B.#LA#5#REP#2016#47106#[0.8157114353898517, 0.18428856461014828]
Graves , G.#LA#6#REP#2016#207453#
Lieberman , R.#LA#6#DEM#2016#49352#
Bell , B.#LA#6#REP#2016#33585#
Sampson , J.#LA#6#DEM#2016#29809#
Fontanesi , R.#LA#6#LIB#2016#7598#
Graham , D.#LA#6#OTHER#2016#3215#[0.6267235024712094, 0.14909429265404275, 0.10146157843220185, 0.0900541370101386, 0.022953850615687648, 0.009712638816719635]
Pingree , C.#ME#1#DEM#2016#225428#
Holbrook , M.#ME#1#REP#2016#164048#[0.578798180118929, 0.42120181988107097]
Poliquin , B.#ME#2#REP#2016#192285#
Cain , E.#ME#2#DEM#2016#157862#[0.5491550691566685, 0.4508449308433315]
Harris , A.#MD#1#REP#2016#229135#
Werner , J.#MD#1#DEM#2016#94776#
Beers , M.#MD#1#LIB#2016#14207#[0.6776776155070123, 0.28030450907671284, 0.04201787541627479]
Ruppersberger , D.#MD#2#DEM#2016#172324#
McDonough , P.#MD#2#REP#2016#92099#
Kasprzak , K.#MD#2#LIB#2016#12530#[0.6222138774449094, 0.3325437890183533, 0.04524233353673728]
Sarbanes , J.#MD#3#DEM#2016#194362#
Plaster , M.#MD#3#REP#2016#106627#
Eze , N.#MD#3#GRE#2016#8430#[0.6281514709827127, 0.34460391895778864, 0.02724461005949861]
Brown , A.#MD#4#DEM#2016#218215#
McDermott , G.#MD#4#REP#2016#63674#
Clark , K.#MD#4#GRE#2016#7357#
Krause , B.#MD#4#LIB#2016#5274#[0.7409174249626511, 0.21619584408529133, 0.024979627869075104, 0.01790710308298248]
Hoyer , S.#MD#5#DEM#2016#223582#
Arness , M.#MD#5#REP#2016#98768#
Summers , J.#MD#5#LIB#2016#10033#[0.6726637643922824, 0.2971511780085022, 0.030185057599215363]
Delaney , J.#MD#6#DEM#2016#167229#
Hoeber , A.#MD#6#REP#2016#123611#
Howser , D.#MD#6#LIB#2016#6216#
Gluck , G.#MD#6#GRE#2016#4997#[0.5536412483901831, 0.4092361274345893, 0.02057916988078251, 0.016543454294445016]
Cummings , E.#MD#7#DEM#2016#211962#
Vaughn , C.#MD#7#REP#2016#61854#
Hoenig , M.#MD#7#GRE#2016#8428#[0.7509885063987188, 0.21915080568586046, 0.0298606879154207]
Raskin , J.#MD#8#DEM#2016#191671#
Cox , D.#MD#8#REP#2016#115200#
Wallace , N.#MD#8#GRE#2016#9761#
